地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和6年1月
0,130000,総数,14034861,14031030,14028040,14063564,14085336,14090347,14094034,14097838,14095231,14099993,14110733,14109648,14105098
1,13100,区部,9717480,9716776,9716527,9748492,9764662,9770063,9774140,9778923,9778578,9783988,9794264,9794524,9791293
1,13200,市部,4239226,4236236,4233494,4237751,4242866,4242540,4242213,4241288,4239118,4238489,4238977,4237663,4236430
2,13300,郡部,54504,54404,54446,54382,54381,54314,54280,54244,54153,54148,54140,54125,54101
2,13350,島部,23651,23614,23573,22939,23427,23430,23401,23383,23382,23368,23352,23336,23274
1,13100,区部,9717480,9716776,9716527,9748492,9764662,9770063,9774140,9778923,9778578,9783988,9794264,9794524,9791293
4,13101,千代田区,67549,67715,67774,67934,68041,68106,68144,68207,68295,68286,68364,68439,68393
4,13102,中央区,173130,173547,173863,174272,174311,174484,174487,174611,174719,175038,175455,175798,175891
4,13103,港区,262208,262552,263097,264563,265289,265894,266165,266233,266347,266575,266877,267122,266899
4,13104,新宿区,351085,351028,350524,351119,352452,352432,352845,353416,352790,353615,354422,354182,354032
4,13105,文京区,242945,242909,242999,243493,244064,244261,244426,244620,244620,244977,245512,245611,245469
4,13106,台東区,215802,215964,216171,217147,217891,218262,218634,219129,219474,219806,220450,220691,220711
4,13107,墨田区,276419,276569,277058,278519,278904,279295,279687,280089,280242,280365,280805,280877,280989
4,13108,江東区,530561,530840,531082,532984,534292,534893,535465,535898,536075,536250,536689,536806,536787
4,13109,品川区,419155,419143,419273,421321,421879,422087,422175,422152,422203,422497,423030,423324,423239
4,13110,目黒区,284641,284683,284620,285257,285779,285812,285773,285632,285757,285803,285783,285675,285526
4,13111,大田区,740034,739713,739804,743683,744605,745010,745329,745457,745489,745723,745778,745798,745243
4,13112,世田谷区,936846,936535,936364,939112,940054,940225,940071,940056,939653,939975,940176,939820,939548
4,13113,渋谷区,242397,242563,242605,243100,243239,243292,243480,243510,243560,243743,243968,243855,243594
4,13114,中野区,343419,343251,343266,345013,345795,345809,346126,346484,346439,346704,347378,347331,347203
4,13115,杉並区,587185,586997,586693,588867,589519,589671,589703,589618,589278,589380,589528,589396,589242
4,13116,豊島区,303113,303019,302958,303866,305071,305070,305189,305666,305467,305830,306463,306259,306059
4,13117,北区,355379,355291,355407,356817,357617,357911,358203,358702,358674,358977,359451,359497,359348
4,13118,荒川区,217859,217783,217791,218278,218721,218976,219299,219665,219748,219774,220288,220413,220313
4,13119,板橋区,581773,581492,581263,583608,584580,584862,585109,585507,585759,585909,586494,586321,586459
4,13120,練馬区,750631,750435,749957,751474,752058,752180,752174,752134,752127,752312,753424,753537,753257
4,13121,足立区,693330,693092,692938,694588,695444,695800,695771,695853,695739,695828,696289,696335,696439
4,13122,葛飾区,452960,452939,452793,454070,455109,455348,455361,455415,455240,455563,456024,456030,455785
4,13123,江戸川区,689059,688716,688227,689407,689948,690383,690524,690869,690883,691058,691616,691407,690867
1,13200,市部,4239226,4236236,4233494,4237751,4242866,4242540,4242213,4241288,4239118,4238489,4238977,4237663,4236430
4,13201,八王子市,579628,578986,578226,578517,579377,579223,579065,578886,578468,578396,578566,578454,578175
4,13202,立川市,184625,184469,184384,184694,184822,184864,184939,184965,184922,184852,184997,184905,184967
4,13203,武蔵野市,150436,150384,150331,150668,150757,150750,150686,150639,150556,150542,150513,150323,150281
4,13204,三鷹市,195245,195197,195090,195502,195753,195627,195608,195412,195356,195464,195523,195400,195288
4,13205,青梅市,131518,131368,131304,131162,131128,131104,131037,130987,130870,130781,130803,130731,130712
4,13206,府中市,262390,262152,261944,262038,262958,262987,262955,262713,262397,262724,262662,262720,262544
4,13207,昭島市,114619,114591,114482,114639,114671,114781,114827,114820,114807,114772,114793,114858,114876
4,13208,調布市,243483,243435,243354,243930,244209,244191,244134,244101,243806,243798,243799,243807,243752
4,13209,町田市,432710,432451,432302,432897,433133,433098,433090,432949,432842,432564,432498,432411,432259
