"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","配偶者","368","62.2","62.5"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","母親","66","11.1","11.2"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","父親","27","4.6","4.6"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","子ども（子どもの配偶者を含む）","133","22.5","22.6"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他の家族・親戚","42","7.1","7.1"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","近所の人・知人","12","2.0","2.0"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","ホームヘルパー等の在宅サービス事業者","75","12.7","12.7"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","ボランティア","2","0.3","0.3"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他","27","4.6","4.6"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","無回答","3","0.5",

"港区保健福祉基礎調査（身体障害者）・単純集計表・生活状況等についてQ1-2","Ver202003",,,,,
