規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.2,152.6,139,13.6,13.6,83.3,80.2,3.1
５人以上,"鉱業,採石業,砂利採取業",18.3,146.6,134.1,12.5,8.2,54.5,54.5,0
５人以上,建設業,18.4,157.1,140.3,16.8,12.6,85.3,83.9,1.4
５人以上,製造業,17.5,146.1,135.3,10.8,15.5,111.1,104.7,6.4
５人以上,電気・ガス・熱供給・水道業,17.9,155.8,133.6,22.2,15.8,115.9,115.3,0.6
５人以上,情報通信業,17.8,155.9,134.9,21,13.6,86.1,83.7,2.4
５人以上,"運輸業,郵便業",19.2,169.5,148.2,21.3,14.2,91.5,83.5,8
５人以上,"卸売業,小売業",18.4,150.7,141.4,9.3,14.9,91.4,87.7,3.7
５人以上,"金融業,保険業",18.2,151.6,136.5,15.1,15.6,106.1,102.2,3.9
５人以上,"不動産業,物品賃貸業",18.9,154.2,142.4,11.8,14.8,85.9,83.2,2.7
５人以上,"学術研究,専門・技術サービス業",17.7,148.3,130.7,17.6,14.4,102.6,98.5,4.1
５人以上,"宿泊業,飲食サービス業",20.3,176.8,161.8,15,13.1,79.1,76.6,2.5
５人以上,"生活関連サービス業,娯楽業",19.7,165.4,156,9.4,15.3,97.4,95.6,1.8
５人以上,"教育,学習支援業",17.2,129.7,125.3,4.4,8.3,43.8,43.3,0.5
５人以上,"医療,福祉",18.5,152.4,142.4,10,12.5,72.7,70.8,1.9
５人以上,複合サービス事業,17.4,145.8,135.2,10.6,14.8,93,91.3,1.7
５人以上,サービス業（他に分類されないもの）,18.2,149.3,136.5,12.8,14.3,91.3,87,4.3
30人以上,調査産業計,18.2,152.7,137.9,14.8,14,86.3,82.1,4.2
30人以上,"鉱業,採石業,砂利採取業",18.3,146.6,134.1,12.5,8.2,54.5,54.5,0
30人以上,建設業,18.4,159.9,139.8,20.1,15.1,109.9,106.4,3.5
30人以上,製造業,17.5,146.6,134.9,11.7,15.8,121,111.5,9.5
30人以上,電気・ガス・熱供給・水道業,17.8,155.1,132.6,22.5,16.5,122.5,122.3,0.2
30人以上,情報通信業,17.9,156.9,135,21.9,13.8,86.6,84.2,2.4
30人以上,"運輸業,郵便業",19.2,172,148.9,23.1,14.1,95.1,86.1,9
30人以上,"卸売業,小売業",18.5,152,141.6,10.4,16.1,99.2,93.3,5.9
30人以上,"金融業,保険業",18.2,151.5,136.1,15.4,15.5,106.3,101.8,4.5
30人以上,"不動産業,物品賃貸業",18.8,154,139.7,14.3,16.7,92.4,90.1,2.3
30人以上,"学術研究,専門・技術サービス業",17.8,150,130.5,19.5,14,93.9,87,6.9
30人以上,"宿泊業,飲食サービス業",19.9,168.2,155,13.2,13.3,78.7,75.8,2.9
30人以上,"生活関連サービス業,娯楽業",19.1,160.3,146.3,14,15,96.4,94,2.4
30人以上,"教育,学習支援業",17.3,129.8,125,4.8,7.3,36.3,35.8,0.5
30人以上,"医療,福祉",18.6,154.8,143.8,11,13.2,78.4,75.6,2.8
30人以上,複合サービス事業,17.4,146.6,134.8,11.8,14.6,92.8,91.3,1.5
30人以上,サービス業（他に分類されないもの）,18.1,147,134.7,12.3,14.4,91.5,87,4.5
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
