規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,508144,484636,446379,38257,23508,129358,125538,118885,6653,3820
100～499人,449097,398309,366955,31354,50788,119716,118115,112895,5220,1601
100人以上,477531,439879,405201,34678,37652,123216,120809,115069,5740,2407
30～99人,364478,354119,327946,26173,10359,108416,107599,104267,3332,817
５～29人,341741,337126,321738,15388,4615,92580,92418,90205,2213,162
30人以上,442062,412973,380963,32010,29089,116523,114835,110184,4651,1688
５人以上,416520,393662,365885,27777,22858,105370,104393,100878,3515,977
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年９月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
