規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5524630,84771,96929,5512314,1630541,67741,52029,1646411
５人以上,"鉱業,採石業,砂利採取業",1822,25,33,1814,19,0,0,19
５人以上,建設業,330940,3600,4192,330169,9922,288,204,10185
５人以上,製造業,646453,7801,8699,645555,51818,1117,1214,51721
５人以上,電気・ガス・熱供給・水道業,31096,643,875,30864,3242,0,85,3157
５人以上,情報通信業,725238,9995,12030,723233,24622,1079,704,24967
５人以上,"運輸業,郵便業",380698,6434,8065,379067,65950,931,1352,65529
５人以上,"卸売業,小売業",1033192,14650,21789,1026322,426063,12327,11030,427091
５人以上,"金融業,保険業",349624,8178,8850,348953,35139,3478,785,37831
５人以上,"不動産業,物品賃貸業",154940,2555,3944,153552,44641,1212,1666,44186
５人以上,"学術研究,専門・技術サービス業",311054,5413,5339,311118,11211,629,586,11264
５人以上,"宿泊業,飲食サービス業",200755,3875,4066,200074,409530,16272,16934,409358
５人以上,"生活関連サービス業,娯楽業",146073,2540,2567,145882,70654,2355,4377,68796
５人以上,"教育,学習支援業",273233,2914,2376,274112,117428,11080,3397,124770
５人以上,"医療,福祉",369032,4697,4901,368785,174611,4639,4910,174383
５人以上,複合サービス事業,15612,60,212,15461,5938,247,142,6042
５人以上,サービス業（他に分類されないもの）,554868,11391,8991,557353,179753,12087,4643,187112
30人以上,調査産業計,4112599,66127,71800,4107108,871491,39991,24079,887221
30人以上,"鉱業,採石業,砂利採取業",1822,25,33,1814,19,0,0,19
30人以上,建設業,207279,2954,2642,207593,3471,127,204,3392
30人以上,製造業,507177,6917,6440,507641,29605,807,488,29937
30人以上,電気・ガス・熱供給・水道業,28404,643,852,28194,2919,0,60,2860
30人以上,情報通信業,624947,9038,10921,623094,15730,1079,609,16170
30人以上,"運輸業,郵便業",318396,6167,6582,317981,50431,587,991,50027
30人以上,"卸売業,小売業",674124,10492,14970,669744,217574,4552,5119,216909
30人以上,"金融業,保険業",292858,6785,7590,292054,29477,2660,785,31351
30人以上,"不動産業,物品賃貸業",101288,1661,1924,101026,28704,700,632,28771
30人以上,"学術研究,専門・技術サービス業",220503,3604,4704,219392,3796,312,100,4019
30人以上,"宿泊業,飲食サービス業",110136,1267,2044,109344,120083,4142,4666,119574
30人以上,"生活関連サービス業,娯楽業",79398,1150,673,79874,35874,837,1935,34777
30人以上,"教育,学習支援業",225654,2073,1297,226435,78306,9769,1969,86101
30人以上,"医療,福祉",280853,3245,3157,280941,92424,3150,2142,93432
30人以上,複合サービス事業,5347,60,212,5196,2168,156,67,2256
30人以上,サービス業（他に分類されないもの）,434413,10046,7759,436785,160910,11113,4312,167626
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１０月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
