規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5594284,64752,87160,5572084,1626517,54589,46255,1634643
５人以上,"鉱業,採石業,砂利採取業",1851,18,52,1817,35,0,0,35
５人以上,建設業,330707,3100,3171,330755,9903,318,622,9480
５人以上,製造業,669361,6440,8726,667098,49967,1623,1362,50205
５人以上,電気・ガス・熱供給・水道業,31383,677,662,31397,3141,88,0,3230
５人以上,情報通信業,728582,8485,12180,724886,29045,959,824,29181
５人以上,"運輸業,郵便業",382993,5220,5199,383014,68597,1610,1312,68895
５人以上,"卸売業,小売業",1066605,9034,18519,1056889,411177,11818,7517,415709
５人以上,"金融業,保険業",354576,7501,10055,352022,35372,720,610,35482
５人以上,"不動産業,物品賃貸業",155513,1800,2399,154913,44010,941,850,44102
５人以上,"学術研究,専門・技術サービス業",309818,3870,6177,307548,11198,1969,391,12739
５人以上,"宿泊業,飲食サービス業",209844,3272,3014,210391,400923,13983,12017,402600
５人以上,"生活関連サービス業,娯楽業",146805,1717,1901,146597,70316,2618,1367,71591
５人以上,"教育,学習支援業",271760,1115,1553,271469,124153,8761,8242,124525
５人以上,"医療,福祉",368806,3726,3326,368807,174243,4518,5133,174027
５人以上,複合サービス事業,15984,73,397,15609,6069,112,196,6036
５人以上,サービス業（他に分類されないもの）,549696,8704,9829,548872,188368,4551,5812,186806
30人以上,調査産業計,4169467,49281,69318,4149303,881169,29516,26881,883931
30人以上,"鉱業,採石業,砂利採取業",1851,18,52,1817,35,0,0,35
30人以上,建設業,207953,1548,1917,207584,3364,22,120,3266
30人以上,製造業,530515,4855,7609,527758,27288,855,962,27184
30人以上,電気・ガス・熱供給・水道業,28502,645,609,28537,2803,88,0,2892
30人以上,情報通信業,627447,6088,10904,622631,19968,789,335,20422
30人以上,"運輸業,郵便業",319528,4685,4999,319215,52324,1426,1312,52437
30人以上,"卸売業,小売業",701588,5856,15014,692197,209692,6060,3126,212859
30人以上,"金融業,保険業",296302,6731,8399,294634,29180,720,508,29392
30人以上,"不動産業,物品賃貸業",102176,1446,1427,102194,28683,845,674,28855
30人以上,"学術研究,専門・技術サービス業",220832,2824,5109,218546,4066,65,102,4030
30人以上,"宿泊業,飲食サービス業",111640,1203,1268,111574,120261,3711,4113,119860
30人以上,"生活関連サービス業,娯楽業",79620,1064,1090,79539,36495,882,799,36633
30人以上,"教育,学習支援業",225760,924,1193,225638,84829,6940,7073,84549
30人以上,"医療,福祉",282902,2887,2284,283222,91011,2450,1789,91955
30人以上,複合サービス事業,5334,21,49,5308,2325,112,156,2279
30人以上,サービス業（他に分類されないもの）,427517,8486,7395,428909,168845,4551,5812,167283
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年７月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
