規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.3,20.1,18.1,153.1,166.2,133.5,140.8,150.8,125.9,12.3,15.4,7.6
５人以上,"鉱業,採石業,砂利採取業",20.4,20.5,19.7,167,170.7,152.5,148.4,150.4,140.3,18.6,20.3,12.2
５人以上,建設業,22,22.3,20.3,184.5,188.3,164.6,163.6,165.5,153.8,20.9,22.8,10.8
５人以上,製造業,20.4,20.7,19.7,168.4,172.7,155.8,155.2,158.3,145.9,13.2,14.4,9.9
５人以上,電気・ガス・熱供給・水道業,19.9,20,19.2,168.4,170.5,153.4,150.1,151.1,142.8,18.3,19.4,10.6
５人以上,情報通信業,20,20.3,19.1,172.5,176.7,159.3,152.5,155.3,143.8,20,21.4,15.5
５人以上,"運輸業,郵便業",20.2,20.4,19.1,174.3,181,142,153.5,158.2,131,20.8,22.8,11
５人以上,"卸売業,小売業",19.5,20.3,18.5,148.4,161.3,132.6,140.7,151.8,127,7.7,9.5,5.6
５人以上,"金融業,保険業",19.6,20.3,18.8,159.3,168.9,148.9,142.7,150.2,134.5,16.6,18.7,14.4
５人以上,"不動産業,物品賃貸業",19.9,20.5,18.8,152.1,160.3,137.1,143.4,150.6,130.3,8.7,9.7,6.8
５人以上,"学術研究,専門・技術サービス業",20.9,21.2,20,176.4,181.5,163.9,155.6,159,147.3,20.8,22.5,16.6
５人以上,"宿泊業,飲食サービス業",16.2,17.7,15,114.3,138.4,94.4,107.8,128.2,90.9,6.5,10.2,3.5
５人以上,"生活関連サービス業,娯楽業",19.4,20.1,18.6,151.3,161.7,140.4,143.8,152.6,134.6,7.5,9.1,5.8
５人以上,"教育,学習支援業",16.8,16.8,16.9,120,119.2,120.8,116,116,116,4,3.2,4.8
５人以上,"医療,福祉",17.8,17.8,17.8,132.2,139.3,129.6,126.4,131.5,124.5,5.8,7.8,5.1
５人以上,複合サービス事業,18.9,19.5,18.4,145.6,157,133.2,135.3,145,124.8,10.3,12,8.4
５人以上,サービス業（他に分類されないもの）,19.3,20.2,18.1,153.4,169,133.5,139.6,150.9,125.3,13.8,18.1,8.2
30人以上,調査産業計,19.6,20.2,18.5,157.5,168.2,139.7,143.5,151.2,130.7,14,17,9
30人以上,"鉱業,採石業,砂利採取業",20.4,20.5,19.7,167,170.7,152.5,148.4,150.4,140.3,18.6,20.3,12.2
30人以上,建設業,22.2,22.5,20.5,189.2,191.2,175.9,164,164.7,159.3,25.2,26.5,16.6
30人以上,製造業,20.3,20.4,19.6,169.1,172.4,158.5,154.5,156.9,146.8,14.6,15.5,11.7
30人以上,電気・ガス・熱供給・水道業,19.8,19.9,19.4,167.7,169.3,155.8,149.5,150.2,144.2,18.2,19.1,11.6
30人以上,情報通信業,20,20.2,19.1,173.4,177.1,161.1,152.3,154.8,144.2,21.1,22.3,16.9
30人以上,"運輸業,郵便業",20,20.2,19.1,175.8,181.5,146.9,154.3,158.1,135,21.5,23.4,11.9
30人以上,"卸売業,小売業",19.8,20.4,19.1,152.6,164.1,136.9,144,153.6,131,8.6,10.5,5.9
30人以上,"金融業,保険業",19.7,20.4,18.9,159.6,169.2,148.7,142.7,150,134.5,16.9,19.2,14.2
30人以上,"不動産業,物品賃貸業",19.7,20.1,19.1,150.6,156.6,139.1,139.5,144.3,130.2,11.1,12.3,8.9
30人以上,"学術研究,専門・技術サービス業",20.8,21.1,19.9,176.8,180.7,164.9,154.9,157.6,146.7,21.9,23.1,18.2
30人以上,"宿泊業,飲食サービス業",18.1,19.1,17.2,130.8,150.6,115.4,122,138.5,109.2,8.8,12.1,6.2
30人以上,"生活関連サービス業,娯楽業",19,19.9,18,149.2,159.9,137.4,140,149.6,129.4,9.2,10.3,8
30人以上,"教育,学習支援業",17.1,17.1,17.1,122.3,122.3,122.3,118.3,119.2,117.2,4,3.1,5.1
30人以上,"医療,福祉",18.2,18.1,18.3,139,142.7,137.5,132.5,134.1,131.9,6.5,8.6,5.6
30人以上,複合サービス事業,19.2,19.7,18.5,142.8,157.6,119.3,128.4,139.6,110.7,14.4,18,8.6
30人以上,サービス業（他に分類されないもの）,19,20,17.9,149.9,166.3,130.9,135.8,147.2,122.6,14.1,19.1,8.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
