規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.1,19.7,18,150.8,163.3,132,139,148.4,124.9,11.8,14.9,7.1
５人以上,"鉱業,採石業,砂利採取業",20,20.1,19.3,160.1,161.9,152.2,143.3,143.9,140.4,16.8,18,11.8
５人以上,建設業,21.3,21.6,20,181.2,185,162.4,160.7,162.4,152,20.5,22.6,10.4
５人以上,製造業,19.9,20.1,19.4,163.9,167.8,152.3,151.3,154.1,143.1,12.6,13.7,9.2
５人以上,電気・ガス・熱供給・水道業,19.9,20,19.4,169.8,171.7,155.8,151.8,152.7,145.2,18,19,10.6
５人以上,情報通信業,19.9,20.1,19,169.7,174,156.3,150.6,153.6,141.3,19.1,20.4,15
５人以上,"運輸業,郵便業",19.9,20.1,18.8,171.1,178.3,136.1,150.4,155.3,126.7,20.7,23,9.4
５人以上,"卸売業,小売業",19.1,19.8,18.3,145.5,157.7,130.3,138.2,148.4,125.5,7.3,9.3,4.8
５人以上,"金融業,保険業",19.7,20.2,19.1,159.1,166.8,150.3,143.4,149.3,136.7,15.7,17.5,13.6
５人以上,"不動産業,物品賃貸業",19.9,20.4,18.8,152.6,160.6,138.4,143.1,149.9,131.1,9.5,10.7,7.3
５人以上,"学術研究,専門・技術サービス業",19.8,20.1,19.2,166.6,171.2,155.8,148,150.8,141.5,18.6,20.4,14.3
５人以上,"宿泊業,飲食サービス業",16.6,17.9,15.5,118.3,141.8,98.7,111.7,131.6,95.2,6.6,10.2,3.5
５人以上,"生活関連サービス業,娯楽業",19.4,20.3,18.6,153,164,141.9,144.8,154.2,135.3,8.2,9.8,6.6
５人以上,"教育,学習支援業",16.5,16.5,16.6,116.4,116.3,116.4,113.2,113.8,112.6,3.2,2.5,3.8
５人以上,"医療,福祉",17.5,17.6,17.5,129.4,137.2,126.5,124.1,129.7,122,5.3,7.5,4.5
５人以上,複合サービス事業,18.7,19.2,18.1,141.5,152.8,129.8,133.1,142.9,122.9,8.4,9.9,6.9
５人以上,サービス業（他に分類されないもの）,19.2,19.9,18.2,151.2,166.5,131.5,138.2,149.2,124,13,17.3,7.5
30人以上,調査産業計,19.3,19.8,18.4,154.9,165,137.8,141.4,148.5,129.4,13.5,16.5,8.4
30人以上,"鉱業,採石業,砂利採取業",20,20.1,19.3,160.1,161.9,152.2,143.3,143.9,140.4,16.8,18,11.8
30人以上,建設業,21.3,21.5,20,185.7,188.1,170.8,159.9,160.7,154.9,25.8,27.4,15.9
30人以上,製造業,19.7,19.9,19.2,164.3,167.4,154.5,150.6,152.8,143.6,13.7,14.6,10.9
30人以上,電気・ガス・熱供給・水道業,19.9,19.9,19.5,168.8,170.4,157.1,151.3,152,145.8,17.5,18.4,11.3
30人以上,情報通信業,19.8,20.1,18.9,170.9,174.9,158.3,150.6,153.4,141.8,20.3,21.5,16.5
30人以上,"運輸業,郵便業",19.6,19.8,18.8,172,178.1,140,150.7,154.7,130,21.3,23.4,10
30人以上,"卸売業,小売業",19.5,20,18.8,148.9,160.4,134.2,140.7,149.8,129.1,8.2,10.6,5.1
30人以上,"金融業,保険業",19.7,20.2,19.2,159.5,166.5,151.1,143.3,148.7,136.9,16.2,17.8,14.2
30人以上,"不動産業,物品賃貸業",19.8,20.3,19,152.8,159.7,140.3,140.8,146.3,130.9,12,13.4,9.4
30人以上,"学術研究,専門・技術サービス業",19.7,19.9,19.1,167.3,170.5,157.7,147,148.9,141.2,20.3,21.6,16.5
30人以上,"宿泊業,飲食サービス業",18.3,19.3,17.6,133.1,151.7,118.5,125.2,140.8,112.9,7.9,10.9,5.6
30人以上,"生活関連サービス業,娯楽業",18.7,19.6,17.7,146.9,158.2,135.5,136.1,146.4,125.8,10.8,11.8,9.7
30人以上,"教育,学習支援業",16.8,16.8,16.7,118.5,119.1,117.8,115.3,116.6,113.6,3.2,2.5,4.2
30人以上,"医療,福祉",17.9,17.8,18,137.1,140.7,135.6,131,132.5,130.4,6.1,8.2,5.2
30人以上,複合サービス事業,19.1,19.8,18.1,139.8,155.9,115.6,129,142,109.5,10.8,13.9,6.1
30人以上,サービス業（他に分類されないもの）,19,19.7,18.2,148.6,164.5,130,135.3,146.3,122.5,13.3,18.2,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年７月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
