規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,501208,489239,449703,39536,11969,129851,127738,120238,7500,2113
100～499人,421894,404886,373962,30924,17008,120484,119396,113523,5873,1088
100人以上,460128,445549,410474,35075,14579,123738,122294,115856,6438,1444
30～99人,377211,355046,329677,25369,22165,108484,107338,103871,3467,1146
５～29人,344289,338844,322660,16184,5445,92311,92032,89714,2318,279
30人以上,434116,417157,385127,32030,16959,116839,115530,110436,5094,1309
５人以上,411187,397167,369181,27986,14020,105475,104643,100835,3808,832
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１０月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
