規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7170851,4323518,2847333,113618,57588,56030,123175,62479,60696,7161294,4318627,2842667,22.6,12.2,38.4
５人以上,"鉱業,採石業,砂利採取業",1808,1480,328,18,14,4,35,32,3,1791,1462,329,0.3,0.3,0
５人以上,建設業,335029,282567,52462,1475,1302,173,2583,2097,486,333921,281772,52149,3.1,1.6,11.4
５人以上,製造業,706669,529226,177443,5907,4048,1859,6240,4185,2055,706336,529089,177247,6.7,2.4,19.4
５人以上,電気・ガス・熱供給・水道業,34854,30318,4536,52,48,4,177,114,63,34729,30252,4477,9.2,7.3,21.5
５人以上,情報通信業,753544,571718,181826,5394,3030,2364,6803,3879,2924,752135,570869,181266,3.2,1.6,8.5
５人以上,"運輸業,郵便業",453824,373890,79934,5880,4371,1509,5295,3666,1629,454409,374595,79814,15.7,11.3,36.6
５人以上,"卸売業,小売業",1479364,819236,660128,18337,9546,8791,28809,13777,15032,1468892,815005,653887,28.1,15.3,43.9
５人以上,"金融業,保険業",387051,213806,173245,5323,3508,1815,6500,3859,2641,385874,213455,172419,7.8,0.7,16.5
５人以上,"不動産業,物品賃貸業",197255,126766,70489,1975,1032,943,2263,1441,822,196967,126357,70610,25.5,18.4,38.2
５人以上,"学術研究,専門・技術サービス業",309523,215782,93741,8922,6001,2921,5571,2767,2804,312874,219016,93858,5.1,2.9,10.2
５人以上,"宿泊業,飲食サービス業",600532,265257,335275,22261,7824,14437,20733,8608,12125,602060,264473,337587,69,54.7,80.2
５人以上,"生活関連サービス業,娯楽業",218159,113149,105010,3414,1425,1989,4289,2403,1886,217284,112171,105113,25.5,16.3,35.4
５人以上,"教育,学習支援業",397274,204504,192770,6325,3822,2503,9608,5684,3924,393991,202642,191349,30.4,25.6,35.4
５人以上,"医療,福祉",533858,146343,387515,9022,2146,6876,8087,2441,5646,534793,146048,388745,31.2,22.4,34.6
５人以上,複合サービス事業,21074,10632,10442,414,170,244,310,133,177,21178,10669,10509,28.8,9.9,47.9
５人以上,サービス業（他に分類されないもの）,741033,418844,322189,18899,9301,9598,15872,7393,8479,744060,420752,323308,25.4,12.3,42.5
30人以上,調査産業計,5000476,3135074,1865402,71530,37933,33597,73014,38739,34275,4998992,3134268,1864724,17.5,8.8,32.2
30人以上,"鉱業,採石業,砂利採取業",1808,1480,328,18,14,4,35,32,3,1791,1462,329,0.3,0.3,0
30人以上,建設業,208499,180865,27634,1041,957,84,2181,1773,408,207359,180049,27310,1.5,0.8,5.9
30人以上,製造業,546890,419654,127236,4127,3038,1089,4199,3055,1144,546818,419637,127181,4.8,2,14.1
30人以上,電気・ガス・熱供給・水道業,31608,27633,3975,32,28,4,140,114,26,31500,27547,3953,8.8,7.2,19.7
30人以上,情報通信業,643962,493895,150067,4410,2436,1974,5677,3258,2419,642695,493073,149622,2.6,1.2,7
30人以上,"運輸業,郵便業",375892,314467,61425,3757,2710,1047,4196,3286,910,375453,313891,61562,14.6,11.3,31.5
30人以上,"卸売業,小売業",906471,509823,396648,9847,6077,3770,13879,6603,7276,902439,509297,393142,23.7,10.2,41.2
30人以上,"金融業,保険業",324326,179747,144579,4306,2818,1488,5418,3366,2052,323214,179199,144015,7.9,0.8,16.7
30人以上,"不動産業,物品賃貸業",129387,85846,43541,1545,794,751,1670,1007,663,129262,85633,43629,20.8,16.5,29.4
30人以上,"学術研究,専門・技術サービス業",210212,157034,53178,7217,4964,2253,3642,2200,1442,213787,159798,53989,2.1,1.1,5
30人以上,"宿泊業,飲食サービス業",218065,92855,125210,10606,2356,8250,4434,1615,2819,224237,93596,130641,55.1,37.5,67.8
30人以上,"生活関連サービス業,娯楽業",116781,58659,58122,1303,553,750,1474,946,528,116610,58266,58344,31.5,19.1,43.9
30人以上,"教育,学習支援業",308961,173805,135156,4714,3313,1401,7763,4721,3042,305912,172397,133515,26.2,22.5,31
30人以上,"医療,福祉",368627,112863,255764,3799,1306,2493,5250,1773,3477,367176,112396,254780,24.7,21.2,26.2
30人以上,複合サービス事業,7429,4604,2825,414,170,244,144,38,106,7699,4736,2963,28.7,13.1,53.7
30人以上,サービス業（他に分類されないもの）,601558,321844,279714,14394,6399,7995,12912,4952,7960,603040,323291,279749,28,13.4,45
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
