規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.9,19.3,18.2,153.8,159.9,142.4,139.3,143.6,131.1,14.5,16.3,11.3
100～499人,18.9,19.5,17.9,153.2,163.3,135.3,138.8,145.8,126.4,14.4,17.5,8.9
100人以上,18.9,19.4,18,153.4,161.7,138.5,139,144.8,128.5,14.4,16.9,10
30～99人,19.3,20,18.3,154,168.1,133.7,141.4,151.8,126.4,12.6,16.3,7.3
５～29人,18.4,19.5,17,140.9,157.7,120.6,133.2,147.1,116.4,7.7,10.6,4.2
30人以上,19,19.6,18.1,153.6,163.7,136.7,139.8,147,127.7,13.8,16.7,9
５人以上,18.8,19.6,17.7,149.8,162,131.1,137.8,147,123.8,12,15,7.3
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年２月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
