規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,607438,725826,386674,444547,521487,301072,408389,36158,162891,204339,85602
100～499人,457163,548326,298796,353398,417040,242841,326477,26921,103765,131286,55955
100人以上,526883,631795,338572,395687,466156,269198,364480,31207,131196,165639,69374
30～99人,410749,497360,284530,297254,354719,213509,276326,20928,113495,142641,71021
５～29人,321635,407276,218521,254447,319217,176462,243489,10958,67188,88059,42059
30人以上,487689,588787,318747,362466,430505,248769,334728,27738,125223,158282,69978
５人以上,437695,539175,284371,329945,400087,223969,307259,22686,107750,139088,60402
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
