規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18,18.3,17.5,146.6,152.2,136.4,133.6,137.2,127,13,15,9.4
100～499人,18.3,18.7,17.5,147.6,157.3,131.4,134.4,141.1,123.2,13.2,16.2,8.2
100人以上,18.2,18.5,17.5,147.2,154.8,133.6,134.1,139.2,124.9,13.1,15.6,8.7
30～99人,18.6,19.3,17.7,149,162.9,128.6,136.8,146.9,121.9,12.2,16,6.7
５～29人,18.1,19.2,16.8,138.2,155.2,118,130.4,144.7,113.3,7.8,10.5,4.7
30人以上,18.3,18.8,17.6,147.8,157.4,131.8,135,141.7,123.8,12.8,15.7,8
５人以上,18.3,18.9,17.3,144.9,156.8,127.1,133.6,142.5,120.2,11.3,14.3,6.9
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年９月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
