規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6858076,4073901,2784175,90573,47181,43392,119584,55701,63883,6829065,4065381,2763684,22.9,12.6,38
５人以上,"鉱業,採石業,砂利採取業",2228,1739,489,31,30,1,21,17,4,2238,1752,486,0.4,0.6,0
５人以上,建設業,310775,262636,48139,2247,1804,443,2712,2187,525,310310,262253,48057,3.3,1.6,12.5
５人以上,製造業,672598,504857,167741,5183,3725,1458,8894,6430,2464,668887,502152,166735,7.5,3.3,20.2
５人以上,電気・ガス・熱供給・水道業,33586,28823,4763,595,528,67,350,294,56,33831,29057,4774,4.3,2.9,12.8
５人以上,情報通信業,724106,536778,187328,4239,2759,1480,9104,6126,2978,719241,533411,185830,2.8,1.1,7.7
５人以上,"運輸業,郵便業",373761,297492,76269,3286,2262,1024,8734,5939,2795,368313,293815,74498,12.4,8.6,27.3
５人以上,"卸売業,小売業",1453414,819226,634188,19025,11148,7877,26658,10987,15671,1445781,819387,626394,28.2,15.2,45.2
５人以上,"金融業,保険業",369500,209613,159887,4709,1891,2818,4600,2097,2503,369609,209407,160202,5.3,1.8,9.8
５人以上,"不動産業,物品賃貸業",178701,114383,64318,1964,1312,652,2256,1003,1253,178409,114692,63717,23.2,14.6,38.6
５人以上,"学術研究,専門・技術サービス業",335434,230412,105022,3533,1851,1682,5015,1659,3356,333952,230604,103348,6.2,3.5,12.2
５人以上,"宿泊業,飲食サービス業",621136,291405,329731,17458,9293,8165,20008,8696,11312,618586,292002,326584,70.9,56.6,83.6
５人以上,"生活関連サービス業,娯楽業",188894,94371,94523,2772,1338,1434,4225,2191,2034,187441,93518,93923,28.2,17.6,38.8
５人以上,"教育,学習支援業",373641,190849,182792,3266,1616,1650,3621,826,2795,373286,191639,181647,31.8,24.5,39.4
５人以上,"医療,福祉",520347,128481,391866,7471,2184,5287,7245,1502,5743,520573,129163,391410,31.6,21.8,34.9
５人以上,複合サービス事業,55292,36773,18519,71,67,4,182,91,91,55181,36749,18432,19.5,8.4,41.5
５人以上,サービス業（他に分類されないもの）,644663,326063,318600,14723,5373,9350,15959,5656,10303,643427,325780,317647,25,14.4,35.9
30人以上,調査産業計,4679558,2895166,1784392,49694,27359,22335,79707,39760,39947,4649545,2882765,1766780,16.8,8.4,30.6
30人以上,"鉱業,採石業,砂利採取業",2228,1739,489,31,30,1,21,17,4,2238,1752,486,0.4,0.6,0
30人以上,建設業,191506,167240,24266,1241,1198,43,1265,1049,216,191482,167389,24093,1.8,0.6,9.8
30人以上,製造業,507505,389305,118200,3943,2876,1067,6634,4938,1696,504814,387243,117571,6.2,3.2,16.1
30人以上,電気・ガス・熱供給・水道業,30605,26342,4263,520,474,46,281,246,35,30844,26570,4274,3.5,2.5,9.7
30人以上,情報通信業,621729,463061,158668,2946,1674,1272,8282,5672,2610,616393,459063,157330,2.1,0.5,6.5
30人以上,"運輸業,郵便業",295556,238033,57523,2518,2079,439,6783,4760,2023,291291,235352,55939,10.4,8.1,20.1
30人以上,"卸売業,小売業",858506,507135,351371,8472,6578,1894,16053,7060,8993,850925,506653,344272,22,8.3,42.2
30人以上,"金融業,保険業",313931,178751,135180,4014,1718,2296,4160,1849,2311,313785,178620,135165,5,2.1,8.9
30人以上,"不動産業,物品賃貸業",111452,74174,37278,1227,810,417,1361,681,680,111318,74303,37015,17.6,11.2,30.3
30人以上,"学術研究,専門・技術サービス業",222469,164480,57989,1921,1358,563,3343,1426,1917,221047,164412,56635,3.1,1.6,7.5
30人以上,"宿泊業,飲食サービス業",213298,110617,102681,3031,1350,1681,8064,4319,3745,208265,107648,100617,56.9,42,72.9
30人以上,"生活関連サービス業,娯楽業",98016,46054,51962,1183,716,467,2352,1097,1255,96847,45673,51174,36,21,49.3
30人以上,"教育,学習支援業",286275,160004,126271,670,280,390,1800,379,1421,285145,159905,125240,27.5,20.5,36.4
30人以上,"医療,福祉",362981,96991,265990,5200,1754,3446,4669,1070,3599,363512,97675,265837,25.2,20.3,26.9
30人以上,複合サービス事業,40216,30078,10138,71,67,4,96,67,29,40191,30078,10113,16,8.6,37.9
30人以上,サービス業（他に分類されないもの）,523285,241162,282123,12706,4397,8309,14543,5130,9413,521448,240429,281019,27.6,16.5,37.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
