規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19,19.7,18,151.8,164.1,133.2,139.3,148.5,125.4,12.5,15.6,7.8
５人以上,"鉱業,採石業,砂利採取業",20,20.2,19.3,164.4,166.7,154.7,148.4,150.3,140.2,16,16.4,14.5
５人以上,建設業,21.3,21.6,19.7,182.1,186.2,160,160.4,162.4,149.8,21.7,23.8,10.2
５人以上,製造業,20,20.2,19.2,165.6,170,152.4,152.2,155.4,142.7,13.4,14.6,9.7
５人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.3,165.2,167.4,150.5,146.1,147.4,137.2,19.1,20,13.3
５人以上,情報通信業,19.5,19.8,18.6,168.4,172.4,155.9,148,150.8,139.1,20.4,21.6,16.8
５人以上,"運輸業,郵便業",19.9,20.2,18.6,171.3,178.5,137.5,152.2,157.5,127.4,19.1,21,10.1
５人以上,"卸売業,小売業",19.2,19.8,18.4,146.6,158.1,132.6,139.2,148.8,127.5,7.4,9.3,5.1
５人以上,"金融業,保険業",19.3,19.7,18.7,157,164,148.5,140.5,146,133.8,16.5,18,14.7
５人以上,"不動産業,物品賃貸業",19.4,19.9,18.5,150.7,159.1,136.2,139.9,147,127.7,10.8,12.1,8.5
５人以上,"学術研究,専門・技術サービス業",20.1,20.4,19.4,175.6,181.1,162.5,154.8,158.4,146.4,20.8,22.7,16.1
５人以上,"宿泊業,飲食サービス業",16.4,17.7,15.4,116,139.8,97.3,108.7,128.1,93.5,7.3,11.7,3.8
５人以上,"生活関連サービス業,娯楽業",19.5,20.2,18.8,155.6,164.4,145.8,146.9,153.5,139.6,8.7,10.9,6.2
５人以上,"教育,学習支援業",17,16.8,17.2,123.1,121.7,124.5,119.1,118.5,119.7,4,3.2,4.8
５人以上,"医療,福祉",17.3,17.3,17.3,131.3,137.3,128.8,125.1,129,123.5,6.2,8.3,5.3
５人以上,複合サービス事業,18.9,19.4,18.5,143.8,154.5,132.6,135.6,144.8,126,8.2,9.7,6.6
５人以上,サービス業（他に分類されないもの）,19.1,20,18,151.5,166.9,131.7,136.9,148.3,122.2,14.6,18.6,9.5
30人以上,調査産業計,19.2,19.7,18.3,155.7,165.9,138.6,141.2,148.5,129.1,14.5,17.4,9.5
30人以上,"鉱業,採石業,砂利採取業",20,20.2,19.3,164.4,166.7,154.7,148.4,150.3,140.2,16,16.4,14.5
30人以上,建設業,21.2,21.4,19.7,184.8,187.1,169.6,157.6,158.3,152.8,27.2,28.8,16.8
30人以上,製造業,19.7,19.9,19,165.2,168.4,154.3,150.4,152.7,142.6,14.8,15.7,11.7
30人以上,電気・ガス・熱供給・水道業,19,19.1,18.4,163.5,165.2,151.5,144.7,145.7,137.3,18.8,19.5,14.2
30人以上,情報通信業,19.4,19.8,18.3,168.2,172,155.6,146.9,149.8,137.3,21.3,22.2,18.3
30人以上,"運輸業,郵便業",19.6,19.8,18.5,172.4,178.9,139.1,152.2,156.9,128.1,20.2,22,11
30人以上,"卸売業,小売業",19.5,20,18.9,150.4,161.6,136,141.5,150.3,130.2,8.9,11.3,5.8
30人以上,"金融業,保険業",19.2,19.7,18.6,157,164.1,148.7,139.6,145.3,132.9,17.4,18.8,15.8
30人以上,"不動産業,物品賃貸業",19.6,20,19,154.9,161.3,142.7,141.2,146.7,130.9,13.7,14.6,11.8
30人以上,"学術研究,専門・技術サービス業",20.3,20.5,19.6,181.6,185.3,170.7,157.4,159.8,150.3,24.2,25.5,20.4
30人以上,"宿泊業,飲食サービス業",18,19.1,17.3,129.5,150.6,114,120.5,137.3,108.2,9,13.3,5.8
30人以上,"生活関連サービス業,娯楽業",18.2,19.1,17.3,143.5,154,132.7,133.4,142.4,124.2,10.1,11.6,8.5
30人以上,"教育,学習支援業",17.2,17.1,17.4,125.4,124.2,127,121.1,120.9,121.4,4.3,3.3,5.6
30人以上,"医療,福祉",17.7,17.6,17.8,138.2,140.8,137.1,131.3,131.9,131.1,6.9,8.9,6
30人以上,複合サービス事業,18.7,19.4,17.7,135.8,150.1,113.5,125.6,137.7,106.8,10.2,12.4,6.7
30人以上,サービス業（他に分類されないもの）,19,19.8,18,148.7,165.3,129.9,134.1,145.8,120.8,14.6,19.5,9.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年４月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
