規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,505925,488743,447694,41049,17182,129536,128603,121033,7570,933
100～499人,406488,401344,368610,32734,5144,118876,118115,112762,5353,761
100人以上,454366,443426,406688,36738,10940,122591,121770,115644,6126,821
30～99人,362592,358056,332034,26022,4536,106242,105814,102826,2988,428
５～29人,338377,335352,318437,16915,3025,94599,94396,92385,2011,203
30人以上,425627,416692,383310,33382,8935,115125,114483,109790,4693,642
５人以上,403249,395830,366671,29159,7419,105699,105259,101798,3461,440
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
