規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,460509,539028,313957,449620,526917,305351,413595,36025,10889,12111,8606
100～499人,368525,437855,249722,354336,420085,241668,327847,26489,14189,17770,8054
100人以上,411060,485410,278553,398397,470300,270251,367499,30898,12663,15110,8302
30～99人,313864,375959,222472,296654,353003,213719,276448,20206,17210,22956,8753
５～29人,256049,322472,177686,252413,318157,174852,241084,11329,3636,4315,2834
30人以上,378196,450170,258079,363995,432534,249612,336712,27283,14201,17636,8467
５人以上,341199,415272,230162,330198,401276,223651,307748,22450,11001,13996,6511
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
