規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.5,19.2,17.5,146.5,158.7,128.3,135.1,144.3,121.4,11.4,14.4,6.9
５人以上,"鉱業,採石業,砂利採取業",20,20.1,19.6,162.5,178.1,101.6,132.3,143.6,88,30.2,34.5,13.6
５人以上,建設業,20.1,20.4,18.8,174.4,178.4,155.1,154.4,156.5,144.4,20,21.9,10.7
５人以上,製造業,18.8,19,18.2,155.3,159.1,144.2,143.1,145.7,135.5,12.2,13.4,8.7
５人以上,電気・ガス・熱供給・水道業,20.1,20.2,20,169.6,171.1,159.2,153.6,154.1,150,16,17,9.2
５人以上,情報通信業,19.7,19.9,18.8,167.8,171.3,157,148.8,151.3,141,19,20,16
５人以上,"運輸業,郵便業",19.7,20,18.6,170.3,177.9,135.4,150.8,156,126.9,19.5,21.9,8.5
５人以上,"卸売業,小売業",18.7,19.2,18,140.7,151.9,127.1,133.8,143.2,122.3,6.9,8.7,4.8
５人以上,"金融業,保険業",19.7,20.1,19.2,159,166.2,151,143.8,149.2,137.8,15.2,17,13.2
５人以上,"不動産業,物品賃貸業",19.1,19.6,18.1,146.9,155.5,131.7,137.8,145.1,125,9.1,10.4,6.7
５人以上,"学術研究,専門・技術サービス業",19.7,20,19,165.8,170.8,154.4,147.4,150.5,140.4,18.4,20.3,14
５人以上,"宿泊業,飲食サービス業",16.5,17.9,15.4,118.4,142.4,98.5,111.6,131.8,94.9,6.8,10.6,3.6
５人以上,"生活関連サービス業,娯楽業",18.9,19.7,18.1,148.2,159.3,137.2,140.2,149.6,130.9,8,9.7,6.3
５人以上,"教育,学習支援業",13.8,14.1,13.4,96.4,99.2,93.3,93.8,97.1,90.2,2.6,2.1,3.1
５人以上,"医療,福祉",17.5,17.6,17.5,130,137.2,127.3,124.7,130,122.7,5.3,7.2,4.6
５人以上,複合サービス事業,18.9,19.3,18.4,141.9,152.7,130.6,135.8,145.7,125.3,6.1,7,5.3
５人以上,サービス業（他に分類されないもの）,18.8,19.6,17.9,146.1,161.2,127.1,133.7,144.5,120.1,12.4,16.7,7
30人以上,調査産業計,18.8,19.3,18,151,160.9,134.5,137.9,144.9,126.2,13.1,16,8.3
30人以上,"鉱業,採石業,砂利採取業",20,20.1,19.6,162.5,178.1,101.6,132.3,143.6,88,30.2,34.5,13.6
30人以上,建設業,20.2,20.4,18.9,180.2,182.6,165.2,155.7,156.7,149.4,24.5,25.9,15.8
30人以上,製造業,18.9,19,18.4,157.7,160.4,148.7,144.2,146,138.3,13.5,14.4,10.4
30人以上,電気・ガス・熱供給・水道業,20.2,20.2,20.2,169.5,170.7,160.6,154,154.4,151,15.5,16.3,9.6
30人以上,情報通信業,19.8,20,19,169.9,172.7,160.6,149.4,151.4,142.9,20.5,21.3,17.7
30人以上,"運輸業,郵便業",19.6,19.8,18.8,172.5,178.7,141.4,152.3,156.4,131.7,20.2,22.3,9.7
30人以上,"卸売業,小売業",19.2,19.5,18.7,145.5,155.2,132.9,137.6,145.3,127.5,7.9,9.9,5.4
30人以上,"金融業,保険業",19.8,20.2,19.3,159.6,166.6,151.6,143.9,149.2,137.9,15.7,17.4,13.7
30人以上,"不動産業,物品賃貸業",19.2,19.6,18.5,148.5,155.6,135,136.9,142.4,126.5,11.6,13.2,8.5
30人以上,"学術研究,専門・技術サービス業",19.8,20,19,168.4,171.9,157.9,147.6,149.6,141.6,20.8,22.3,16.3
30人以上,"宿泊業,飲食サービス業",18,19.1,17.1,130.4,149.3,115.7,122.6,138.6,110.2,7.8,10.7,5.5
30人以上,"生活関連サービス業,娯楽業",18.7,19.6,17.7,147.6,159.4,135.7,137.3,147.9,126.7,10.3,11.5,9
30人以上,"教育,学習支援業",13.7,14.1,13.1,96,99.6,91.5,93.3,97.6,87.9,2.7,2,3.6
30人以上,"医療,福祉",18.1,17.9,18.2,137.8,141.2,136.3,131.9,133.3,131.3,5.9,7.9,5
30人以上,複合サービス事業,18.8,19.1,18.4,135.2,148.2,115.4,128.2,139.4,111.3,7,8.8,4.1
30人以上,サービス業（他に分類されないもの）,18.7,19.4,17.9,143,158.8,125,130.4,141.3,118,12.6,17.5,7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年８月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
