規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.7,164.1,150.1,14,14.4,87.1,84.4,2.7
５人以上,"鉱業,採石業,砂利採取業",20,162.8,132.4,30.4,18.9,122.6,113.7,8.9
５人以上,建設業,20.3,176.7,156.1,20.6,13.9,96,94.8,1.2
５人以上,製造業,19,158.4,145.7,12.7,16.4,117,110.3,6.7
５人以上,電気・ガス・熱供給・水道業,20.3,172.7,155.1,17.6,18.6,140.1,139.1,1
５人以上,情報通信業,19.8,170.2,150.7,19.5,14.1,100.3,93.4,6.9
５人以上,"運輸業,郵便業",20.1,181.8,160.1,21.7,17.9,106,98.4,7.6
５人以上,"卸売業,小売業",19.8,159.8,150.8,9,15.9,95.1,93,2.1
５人以上,"金融業,保険業",20,164,147.7,16.3,16.7,110.2,105.9,4.3
５人以上,"不動産業,物品賃貸業",19.9,162.2,151.5,10.7,16,92.9,89.3,3.6
５人以上,"学術研究,専門・技術サービス業",19.9,168.3,149.3,19,15.4,104.6,101.1,3.5
５人以上,"宿泊業,飲食サービス業",21.3,183.5,168.7,14.8,14,84.7,82.1,2.6
５人以上,"生活関連サービス業,娯楽業",21.1,176.5,165.7,10.8,14.6,92.3,89.9,2.4
５人以上,"教育,学習支援業",16.8,121.9,118.5,3.4,7.2,40.5,39.8,0.7
５人以上,"医療,福祉",20,158.4,151.3,7.1,12.2,70.4,68.9,1.5
５人以上,複合サービス事業,19.6,160.2,152.2,8,16.9,94.3,92.9,1.4
５人以上,サービス業（他に分類されないもの）,19.7,163.5,148.1,15.4,16,93,89.9,3.1
30人以上,調査産業計,19.6,163.9,148.7,15.2,15,90.4,87.2,3.2
30人以上,"鉱業,採石業,砂利採取業",20,162.8,132.4,30.4,18.9,122.6,113.7,8.9
30人以上,建設業,20.3,181.2,156.3,24.9,14.4,119.7,117.3,2.4
30人以上,製造業,18.9,159.1,145.5,13.6,17.6,131,120,11
30人以上,電気・ガス・熱供給・水道業,20.3,172,155,17,19.2,145.1,144.2,0.9
30人以上,情報通信業,19.9,171.5,150.7,20.8,15.2,112.9,102.7,10.2
30人以上,"運輸業,郵便業",19.9,182.2,160.2,22,18,111.2,102.4,8.8
30人以上,"卸売業,小売業",19.9,160,150.2,9.8,17,100.7,98.6,2.1
30人以上,"金融業,保険業",20.1,164.4,147.6,16.8,17,112.5,107.9,4.6
30人以上,"不動産業,物品賃貸業",19.7,163.1,149.1,14,17.4,96.4,93.4,3
30人以上,"学術研究,専門・技術サービス業",19.9,169.6,148.5,21.1,15,99.6,97.6,2
30人以上,"宿泊業,飲食サービス業",21,176.8,163.5,13.3,15.1,88,85.2,2.8
30人以上,"生活関連サービス業,娯楽業",20.5,170.5,157.1,13.4,14.6,97.1,93.8,3.3
30人以上,"教育,学習支援業",16.6,119.4,115.9,3.5,5.9,34.2,33.5,0.7
30人以上,"医療,福祉",20,158.7,151.5,7.2,12.1,74.1,72.2,1.9
30人以上,複合サービス事業,19.5,159.5,149.8,9.7,17.2,79.1,78.5,0.6
30人以上,サービス業（他に分類されないもの）,19.6,161.8,145.7,16.1,16.2,92.5,89.3,3.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年８月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
