規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1027854,1243114,623053,443690,518712,302610,407238,36452,584164,724402,320443
100～499人,685721,834545,429461,353493,417331,243570,324850,28643,332228,417214,185891
100人以上,844177,1026971,516401,395267,465079,270084,363007,32260,448910,561892,246317
30～99人,500265,609301,341235,300011,358556,214622,279144,20867,200254,250745,126613
５～29人,334449,422039,227548,255730,320510,176667,244270,11460,78719,101529,50881
30人以上,728121,893300,452193,363122,430987,249754,334707,28415,364999,462313,202439
５人以上,609876,764219,375700,330865,400727,224868,307543,23322,279011,363492,150832
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
