規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5531761,69651,98116,5503522,1630900,56600,66334,1620940
５人以上,"鉱業,採石業,砂利採取業",1777,20,16,1782,14,0,0,13
５人以上,建設業,323215,4050,3402,323862,10706,548,6,11249
５人以上,製造業,659034,6137,6542,658649,48669,1906,1241,49314
５人以上,電気・ガス・熱供給・水道業,31547,97,130,31514,3182,76,69,3189
５人以上,情報通信業,723580,3839,6939,720519,28555,1052,1427,28141
５人以上,"運輸業,郵便業",381599,3856,4943,380514,72810,1397,3222,70983
５人以上,"卸売業,小売業",1057142,19174,16869,1059184,411750,12493,9487,415019
５人以上,"金融業,保険業",355314,3504,9004,349815,30560,421,807,30173
５人以上,"不動産業,物品賃貸業",149291,1616,2165,148644,47676,1306,1085,47995
５人以上,"学術研究,専門・技術サービス業",296470,5943,6134,296279,16404,308,420,16292
５人以上,"宿泊業,飲食サービス業",188530,3008,5964,185574,413530,18769,19005,413294
５人以上,"生活関連サービス業,娯楽業",158319,2816,4425,156675,58965,2269,2052,59217
５人以上,"教育,学習支援業",273287,2685,9413,266559,120704,2769,12826,110647
５人以上,"医療,福祉",365804,4397,8513,362238,168989,6604,6800,168243
５人以上,複合サービス事業,15088,68,272,14889,6090,182,85,6182
５人以上,サービス業（他に分類されないもの）,551764,8441,13385,546825,192296,6500,7802,190989
30人以上,調査産業計,4120119,52111,72692,4099812,880240,26811,36047,870730
30人以上,"鉱業,採石業,砂利採取業",1777,20,16,1782,14,0,0,13
30人以上,建設業,204250,3375,1986,205638,3109,77,6,3181
30人以上,製造業,520527,4799,4450,520898,27658,517,608,27545
30人以上,電気・ガス・熱供給・水道業,28735,44,130,28649,2765,32,4,2793
30人以上,情報通信業,621822,3243,5903,619202,20873,938,887,20884
30人以上,"運輸業,郵便業",319483,3491,4033,318942,55970,1036,2375,54630
30人以上,"卸売業,小売業",687669,12172,10501,689344,214770,4677,3796,215647
30人以上,"金融業,保険業",297029,2620,7537,292113,26185,304,766,25722
30人以上,"不動産業,物品賃貸業",105481,1083,1614,104852,23781,806,749,23936
30人以上,"学術研究,専門・技術サービス業",209084,5021,4514,209591,4703,147,162,4688
30人以上,"宿泊業,飲食サービス業",102314,1980,3721,100572,121923,6731,6656,121999
30人以上,"生活関連サービス業,娯楽業",79200,1074,1523,78750,37410,1222,638,37995
30人以上,"教育,学習支援業",226241,1694,7781,220154,79671,1054,10027,70698
30人以上,"医療,福祉",279440,3700,7213,276221,87736,3235,3305,87372
30人以上,複合サービス事業,5485,12,83,5419,2214,182,85,2306
30人以上,サービス業（他に分類されないもの）,431582,7783,11687,427685,171458,5853,5983,171321
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年３月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
