規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,463227,545878,310513,448759,528310,301772,410538,38221,14468,17568,8741
100～499人,376526,445359,258099,352326,416319,242228,323390,28936,24200,29040,15871
100人以上,416814,492710,281860,397136,469074,269221,363885,33251,19678,23636,12639
30～99人,311070,368783,225317,296569,351671,214696,275199,21370,14501,17112,10621
５～29人,260129,327868,180271,252677,317755,175956,240931,11746,7452,10113,4315
30人以上,381182,452823,261378,363249,431287,249470,334002,29247,17933,21536,11908
５人以上,344514,418700,233181,329756,400283,223913,305810,23946,14758,18417,9268
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
