規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.4,20.1,18.3,153.1,165.5,134.3,141.3,150.6,127.2,11.8,14.9,7.1
５人以上,"鉱業,採石業,砂利採取業",20.1,20.2,19.6,162.9,165.3,152.8,147.6,149,141.8,15.3,16.3,11
５人以上,建設業,21.3,21.5,20,180.1,183.7,160.7,160.9,162.6,151.6,19.2,21.1,9.1
５人以上,製造業,20.2,20.5,19.6,167.5,171.8,154.8,154.6,157.7,145.3,12.9,14.1,9.5
５人以上,電気・ガス・熱供給・水道業,20,20,19.5,169.5,171.5,155.7,152.1,153,145.6,17.4,18.5,10.1
５人以上,情報通信業,20.1,20.4,19.3,172.8,176.7,160.4,152.5,155.2,144,20.3,21.5,16.4
５人以上,"運輸業,郵便業",20.1,20.4,19,172.2,179.2,139.2,152.8,157.8,129.2,19.4,21.4,10
５人以上,"卸売業,小売業",19.7,20.3,18.9,149.4,160.9,135,142.5,152.1,130.6,6.9,8.8,4.4
５人以上,"金融業,保険業",19.8,20.3,19.1,159.8,167.8,150.1,144.1,150.3,136.6,15.7,17.5,13.5
５人以上,"不動産業,物品賃貸業",19.7,20.2,18.7,152,161.5,135.7,141.3,149,128.1,10.7,12.5,7.6
５人以上,"学術研究,専門・技術サービス業",20.7,21,19.7,172.7,177.7,161.1,153.9,157.1,146.5,18.8,20.6,14.6
５人以上,"宿泊業,飲食サービス業",16.5,17.9,15.4,115,139,96.3,108.4,128.4,92.7,6.6,10.6,3.6
５人以上,"生活関連サービス業,娯楽業",19.7,20.4,18.9,155.9,165.5,145.6,147.3,154.6,139.4,8.6,10.9,6.2
５人以上,"教育,学習支援業",17.5,17.2,17.8,121.7,120.8,122.6,118.2,118,118.3,3.5,2.8,4.3
５人以上,"医療,福祉",17.9,18,17.9,133.2,140.3,130.5,127.7,133,125.7,5.5,7.3,4.8
５人以上,複合サービス事業,18.6,19,18.1,141.7,152.6,130.8,134.1,143.6,124.5,7.6,9,6.3
５人以上,サービス業（他に分類されないもの）,19.3,20.1,18.3,152.8,168.2,132.4,139.2,150.3,124.6,13.6,17.9,7.8
30人以上,調査産業計,19.6,20.1,18.8,156.8,166.9,139.8,143.3,150.4,131.3,13.5,16.5,8.5
30人以上,"鉱業,採石業,砂利採取業",20.1,20.2,19.6,162.9,165.3,152.8,147.6,149,141.8,15.3,16.3,11
30人以上,建設業,21.3,21.4,20.3,183.9,185.7,171.3,159.6,159.9,157.2,24.3,25.8,14.1
30人以上,製造業,19.9,20.1,19.4,166.5,169.4,157.3,152.4,154.5,145.7,14.1,14.9,11.6
30人以上,電気・ガス・熱供給・水道業,19.8,19.9,19.5,168,169.6,156.3,151,151.7,145.7,17,17.9,10.6
30人以上,情報通信業,20.1,20.3,19.2,172.6,176.2,161,151.7,154.3,143.4,20.9,21.9,17.6
30人以上,"運輸業,郵便業",19.9,20,19,173.5,179.6,142.5,153,157.2,131.7,20.5,22.4,10.8
30人以上,"卸売業,小売業",20,20.5,19.3,152.4,164,137.6,144.4,153.5,132.7,8,10.5,4.9
30人以上,"金融業,保険業",19.8,20.3,19.1,159.6,167.2,150.7,143.3,149.1,136.5,16.3,18.1,14.2
30人以上,"不動産業,物品賃貸業",19.9,20.3,19.1,155.5,163.2,141.2,142.6,148.5,131.6,12.9,14.7,9.6
30人以上,"学術研究,専門・技術サービス業",20.5,20.9,19.6,173.8,177.2,163.5,152.8,155,146.2,21,22.2,17.3
30人以上,"宿泊業,飲食サービス業",18.2,19.2,17.4,130.6,149.6,115.7,122.7,138.6,110.2,7.9,11,5.5
30人以上,"生活関連サービス業,娯楽業",18.9,19.6,18.1,148.2,158.4,137.5,138.4,147.1,129.3,9.8,11.3,8.2
30人以上,"教育,学習支援業",17.7,17.4,18.1,123,122.5,123.5,119.3,119.7,118.7,3.7,2.8,4.8
30人以上,"医療,福祉",18.3,18.1,18.4,139.5,142.3,138.2,133.3,134.5,132.7,6.2,7.8,5.5
30人以上,複合サービス事業,18.4,19.3,17,135.6,152.7,110.2,126.8,141.1,105.5,8.8,11.6,4.7
30人以上,サービス業（他に分類されないもの）,19.1,19.9,18.3,149.6,166,130.5,136.1,147.5,122.9,13.5,18.5,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
