規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.9,19.6,17.7,150.4,163,131.4,137.8,147.2,123.7,12.6,15.8,7.7
５人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.4,161.9,164,153.3,146.2,147.6,140.5,15.7,16.4,12.8
５人以上,建設業,21.3,21.7,19.3,181.2,185.9,156.1,160.3,163,145.9,20.9,22.9,10.2
５人以上,製造業,19.7,20,18.8,163.9,168.6,149.9,150.4,153.7,140.5,13.5,14.9,9.4
５人以上,電気・ガス・熱供給・水道業,19.7,19.9,18.5,171.3,174.1,152.5,150.5,152.2,139.1,20.8,21.9,13.4
５人以上,情報通信業,19.7,20,18.8,171.6,175.5,159.2,150.1,152.9,141.3,21.5,22.6,17.9
５人以上,"運輸業,郵便業",19.8,20,18.8,169.1,176,137.3,150.1,155,127.6,19,21,9.7
５人以上,"卸売業,小売業",18.8,19.5,18,143.5,155.4,128.9,136,145.7,124.1,7.5,9.7,4.8
５人以上,"金融業,保険業",19.6,20,19,159.9,167.1,151,142.8,148.4,135.9,17.1,18.7,15.1
５人以上,"不動産業,物品賃貸業",19.5,20.1,18.5,151.8,160.6,136.4,140.6,148.2,127.5,11.2,12.4,8.9
５人以上,"学術研究,専門・技術サービス業",20.2,20.6,19.4,170.5,174.7,160.7,149.4,152.1,143.3,21.1,22.6,17.4
５人以上,"宿泊業,飲食サービス業",16.4,17.6,15.4,115.4,139.2,96.3,108.2,127.9,92.5,7.2,11.3,3.8
５人以上,"生活関連サービス業,娯楽業",18.9,19.7,18.1,150.3,160.5,139.5,142.5,150.7,133.8,7.8,9.8,5.7
５人以上,"教育,学習支援業",16.4,16.3,16.4,116.7,115.8,117.7,113,112.7,113.4,3.7,3.1,4.3
５人以上,"医療,福祉",17,17.3,17,129.6,137,126.7,123.6,128.8,121.5,6,8.2,5.2
５人以上,複合サービス事業,18.6,19.2,18,142.3,154.5,129.8,133.6,143.9,123,8.7,10.6,6.8
５人以上,サービス業（他に分類されないもの）,19.1,19.8,18.1,150.9,165.7,131.9,136.5,147,123.1,14.4,18.7,8.8
30人以上,調査産業計,19.2,19.7,18.2,155.2,165.5,137.8,140.7,148,128.4,14.5,17.5,9.4
30人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.4,161.9,164,153.3,146.2,147.6,140.5,15.7,16.4,12.8
30人以上,建設業,21.6,21.8,20,186.5,188.8,171.4,160.2,161.1,153.9,26.3,27.7,17.5
30人以上,製造業,19.7,19.9,18.9,165.2,168.8,153.6,150.2,152.6,142.3,15,16.2,11.3
30人以上,電気・ガス・熱供給・水道業,19.6,19.8,18.8,169.7,172,154.8,149.8,151.2,140.6,19.9,20.8,14.2
30人以上,情報通信業,19.7,20,18.8,172.9,176.5,161.4,150.3,153,141.6,22.6,23.5,19.8
30人以上,"運輸業,郵便業",19.6,19.7,18.8,170.4,176.3,140.7,150.8,154.8,130.4,19.6,21.5,10.3
30人以上,"卸売業,小売業",19.3,19.9,18.6,148.8,160.6,133.7,139.8,148.9,128.1,9,11.7,5.6
30人以上,"金融業,保険業",19.6,20.1,19,160.3,167.4,151.8,142.3,147.8,135.7,18,19.6,16.1
30人以上,"不動産業,物品賃貸業",19.8,20.3,19,155.7,162.6,142.7,142.6,148.8,131,13.1,13.8,11.7
30人以上,"学術研究,専門・技術サービス業",20.3,20.6,19.3,171.8,174.9,162.9,149.1,151,143.7,22.7,23.9,19.2
30人以上,"宿泊業,飲食サービス業",18.3,19.2,17.7,132.8,154.1,117.4,123.7,141.3,110.9,9.1,12.8,6.5
30人以上,"生活関連サービス業,娯楽業",17.8,18.8,16.9,140,152.5,127.7,130.5,141.1,120,9.5,11.4,7.7
30人以上,"教育,学習支援業",16.6,16.6,16.6,118.4,118.1,118.8,114.2,114.8,113.5,4.2,3.3,5.3
30人以上,"医療,福祉",17.5,17.4,17.5,136.3,139,134.9,129.5,130.2,129.1,6.8,8.8,5.8
30人以上,複合サービス事業,18.6,19.4,17.2,138.2,155.5,110.7,126.3,140.5,103.7,11.9,15,7
30人以上,サービス業（他に分類されないもの）,18.9,19.7,18.1,147.9,163.6,130,133.7,144.3,121.6,14.2,19.3,8.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年３月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
