規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,473074,555341,317859,441348,515183,302043,403887,37461,31726,40158,15816
100～499人,365600,432060,252707,352756,416828,243919,325042,27714,12844,15232,8788
100人以上,415329,490257,281766,393748,463258,269843,361524,32224,21581,26999,11923
30～99人,302646,361904,217461,294738,351993,212432,274677,20061,7908,9911,5029
５～29人,264425,332447,180941,254457,319166,175038,242948,11509,9968,13281,5903
30人以上,377274,449253,258106,360311,427713,248720,332195,28116,16963,21540,9386
５人以上,343442,417186,232027,328576,397913,223818,305439,23137,14866,19273,8209
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
