規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,465568,549607,309622,444273,522682,298774,409569,34704,21295,26925,10848
100～499人,392742,470904,259769,350369,415699,239228,323486,26883,42373,55205,20541
100人以上,426569,508074,282238,393986,466225,266065,363470,30516,32583,41849,16173
30～99人,304874,364905,216604,296736,354635,211600,275880,20856,8138,10270,5004
５～29人,254661,320293,176537,251602,316457,174404,240819,10783,3059,3836,2133
30人以上,385459,461962,258351,361134,430284,246243,333881,27253,24325,31678,12108
５人以上,345885,423127,230111,327994,399081,221446,305724,22270,17891,24046,8665
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年９月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
