規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,666896,484279,444442,39837,182617,136948,130145,123097,7048,6803
100～499人,525374,401424,370074,31350,123950,130001,123052,117372,5680,6949
100人以上,593515,441318,405882,35436,152197,132504,125607,119434,6173,6897
30～99人,501108,354970,328865,26105,146138,116489,109296,105224,4072,7193
５～29人,439458,338075,322668,15407,101383,97372,95269,92780,2489,2103
30人以上,564593,414292,381777,32515,150301,125250,118219,112998,5221,7031
５人以上,532681,394855,366703,28152,137826,112461,107691,103723,3968,4770
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年７月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
