規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,458615,539563,308647,442159,518286,301125,406004,36155,16456,21277,7522
100～499人,362452,429776,247023,351418,415909,240846,325122,26296,11034,13867,6177
100人以上,407104,481516,274879,393553,464157,268094,362679,30874,13551,17359,6785
30～99人,305889,365901,218055,297027,354390,213071,276737,20290,8862,11511,4984
５～29人,267811,337754,184969,251793,316420,175247,240828,10965,16018,21334,9722
30人以上,372948,444396,254153,360979,428914,248025,333677,27302,11969,15482,6128
５人以上,341203,415280,230270,328012,398200,222901,305643,22369,13191,17080,7369
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
