"年度[西暦]","款","当初予算 金額[千円]","当初予算 構成比[%]","最終補正後 金額[千円]","最終補正後 構成比[%]"
2017,"国民健康保険料",8158542,28.9,8158542,29.2
2017,"一部負担金",4,0.0,4,0.0
2017,"使用料及び手数料",120,0.0,120,0.0
2017,"国庫支出金",5511283,19.5,5511283,19.7
2017,"療養給付費等交付金",273273,1.0,273273,1.0
2017,"前期高齢者交付金",2009993,7.1,2009993,7.2
2017,"都支出金",1371954,4.9,1371954,4.9
2017,"共同事業交付金",7733469,27.4,7021846,25.2
2017,"財産収入",1,0.0,1,0.0
2017,"繰入金",3152097,11.2,2363511,8.5
2017,"繰越金",35000,0.1,1190280,4.3
2017,"諸収入",7673,0.0,7673,0.0
2018,"国民健康保険料",7766635,32.1,,
2018,"一部負担金",4,0.0,,
2018,"使用料及び手数料",110,0.0,,
2018,"国庫支出金",1,0.0,,
2018,"療養給付費等交付金",,,,
2018,"前期高齢者交付金",,,,
2018,"都支出金",13724506,56.7,,
2018,"共同事業交付金",,,,
2018,"財産収入",1,0.0,,
2018,"繰入金",2679818,11.1,,
2018,"繰越金",35000,0.1,,
2018,"諸収入",15101,0.1,,

"平成30年度港区行政資料集　国民健康保険事業会計歳入予算","Ver201803",,,,
