規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.6,157.6,142.3,15.3,12.3,75.8,73,2.8
５人以上,"鉱業,採石業,砂利採取業",18.5,157.9,135.2,22.7,－,－,－,－
５人以上,建設業,19.2,164.2,146.2,18,12.5,76.3,75.4,0.9
５人以上,製造業,18.6,156.7,143.7,13,14.9,97,92.4,4.6
５人以上,電気・ガス・熱供給・水道業,18.4,161.3,139.9,21.4,13.5,106.9,104.8,2.1
５人以上,情報通信業,18.5,159.5,141.1,18.4,13,92.5,83.1,9.4
５人以上,"運輸業,郵便業",18.9,164.5,144.6,19.9,15.9,112.6,105.4,7.2
５人以上,"卸売業,小売業",18.6,155.9,144.1,11.8,13,78.4,76.5,1.9
５人以上,"金融業,保険業",18,150.4,132,18.4,15.4,101.3,97.8,3.5
５人以上,"不動産業,物品賃貸業",18.7,158.4,141.9,16.5,13.8,79.8,78,1.8
５人以上,"学術研究,専門・技術サービス業",18.6,163.8,144.6,19.2,12.6,84.5,80.2,4.3
５人以上,"宿泊業,飲食サービス業",18.5,165.4,148.1,17.3,11,65.9,63.2,2.7
５人以上,"生活関連サービス業,娯楽業",19.4,161.8,149.8,12,11.4,69.5,67.9,1.6
５人以上,"教育,学習支援業",18.3,140.9,130.9,10,8.8,47.3,46.8,0.5
５人以上,"医療,福祉",18.6,153.3,143.6,9.7,11.4,67.6,66,1.6
５人以上,複合サービス事業,18.7,161,146.6,14.4,16.7,100.7,96.4,4.3
５人以上,サービス業（他に分類されないもの）,18.5,156.2,140.7,15.5,14.7,98,93.4,4.6
30人以上,調査産業計,18.4,156.4,140.2,16.2,12.9,82.6,79.1,3.5
30人以上,"鉱業,採石業,砂利採取業",18.5,157.9,135.2,22.7,－,－,－,－
30人以上,建設業,18.6,162.2,141.8,20.4,13.2,82,81.1,0.9
30人以上,製造業,18.4,156.7,142.5,14.2,15.6,112.7,104.5,8.2
30人以上,電気・ガス・熱供給・水道業,18.4,160.3,139.1,21.2,12.5,94.1,91.4,2.7
30人以上,情報通信業,18.4,159.4,140.3,19.1,13.3,96.2,85.6,10.6
30人以上,"運輸業,郵便業",18.8,163.7,143.4,20.3,16.9,122,112.4,9.6
30人以上,"卸売業,小売業",18.3,154.3,141.6,12.7,14.1,86.6,84.3,2.3
30人以上,"金融業,保険業",18,152,131.8,20.2,15,98.6,94.3,4.3
30人以上,"不動産業,物品賃貸業",18.5,155.5,139.4,16.1,15,77.3,75.4,1.9
30人以上,"学術研究,専門・技術サービス業",18.5,162.5,143,19.5,15.1,97.4,93.9,3.5
30人以上,"宿泊業,飲食サービス業",17.8,159.6,143.1,16.5,11.4,69.9,66.8,3.1
30人以上,"生活関連サービス業,娯楽業",18.7,155.6,140.3,15.3,9.8,58.2,56.2,2
30人以上,"教育,学習支援業",18.1,140.1,129.7,10.4,8.7,51.2,50.5,0.7
30人以上,"医療,福祉",18.6,153.5,142.5,11,11.4,71.3,69.3,2
30人以上,複合サービス事業,18.9,168.5,147.5,21,18.5,103.6,96.6,7
30人以上,サービス業（他に分類されないもの）,18.3,154.7,139.2,15.5,14.7,99.6,94.8,4.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年３月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
