規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.8,17.6,15.9,134.9,147,120.1,123.4,132.5,112.2,11.5,14.5,7.9
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,18.8,19.1,17.3,159.6,164.8,136.5,142,145.4,127.1,17.6,19.4,9.4
５人以上,製造業,18.4,18.6,17.8,150.1,155.4,138.4,138.6,143.1,128.8,11.5,12.3,9.6
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,17.6,17.9,16.9,150.5,155.1,140.5,133.5,137,125.8,17,18.1,14.7
５人以上,"運輸業,郵便業",18.3,19,16.4,155,164.2,128,138.4,145.1,118.7,16.6,19.1,9.3
５人以上,"卸売業,小売業",17.1,17.9,16.1,134.4,147,120.3,125.6,135.7,114.2,8.8,11.3,6.1
５人以上,"金融業,保険業",17.3,17.7,16.9,142.7,153.3,133.5,126,132.3,120.5,16.7,21,13
５人以上,"不動産業,物品賃貸業",17.7,18.1,17,144.6,150.5,134.2,131.2,135.8,123.1,13.4,14.7,11.1
５人以上,"学術研究,専門・技術サービス業",17.7,18.1,17.2,152.9,159.5,143,136.4,141,129.4,16.5,18.5,13.6
５人以上,"宿泊業,飲食サービス業",12.8,14,11.8,92.1,109.5,77.2,85.8,100.1,73.5,6.3,9.4,3.7
５人以上,"生活関連サービス業,娯楽業",15.8,16.9,15,119.1,132.6,109.1,111.4,123.9,102.1,7.7,8.7,7
５人以上,"教育,学習支援業",14.4,14.7,14,102.5,108.1,97.3,97.4,102.8,92.3,5.1,5.3,5
５人以上,"医療,福祉",15.9,15.8,15.9,119.3,124.1,117.5,113,115.9,111.9,6.3,8.2,5.6
５人以上,複合サービス事業,17.4,17.7,16.8,138.4,147.7,124.1,127.3,133.1,118.3,11.1,14.6,5.8
５人以上,サービス業（他に分類されないもの）,17.3,18,16.5,137.7,149.1,125.3,126.1,133.6,118,11.6,15.5,7.3
30人以上,調査産業計,17.1,17.7,16.3,140,149.7,127.1,126.9,133.9,117.5,13.1,15.8,9.6
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,18.2,18.5,17.1,159.3,163.7,139,138.2,140.8,126,21.1,22.9,13
30人以上,製造業,18.1,18.3,17.6,151.2,155,142.4,137.8,141,130.5,13.4,14,11.9
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,17.5,17.9,16.8,150.3,155.1,140.1,132.6,136.2,124.9,17.7,18.9,15.2
30人以上,"運輸業,郵便業",18.3,19,16.5,155.9,165,129.6,138.7,145.3,119.6,17.2,19.7,10
30人以上,"卸売業,小売業",17.5,18,16.8,140.8,149.3,129.8,130.5,137,122.1,10.3,12.3,7.7
30人以上,"金融業,保険業",17.3,17.7,17,144.9,153.9,136.2,126.2,131.6,121,18.7,22.3,15.2
30人以上,"不動産業,物品賃貸業",17.7,18.1,17.1,143.5,148.6,134.7,130,134.1,122.9,13.5,14.5,11.8
30人以上,"学術研究,専門・技術サービス業",17.9,18,17.6,154.9,159.3,147.6,137.4,140.5,132.4,17.5,18.8,15.2
30人以上,"宿泊業,飲食サービス業",14.2,15.2,13.2,110.3,126.6,93.8,101.5,114.5,88.4,8.8,12.1,5.4
30人以上,"生活関連サービス業,娯楽業",15.3,16.6,14.3,114.9,131.1,102.9,105.1,120.4,93.7,9.8,10.7,9.2
30人以上,"教育,学習支援業",14.8,15.1,14.5,107.9,113,102.9,102,106.9,97.1,5.9,6.1,5.8
30人以上,"医療,福祉",16.2,16.2,16.1,123.8,127.9,122,116.4,118.8,115.4,7.4,9.1,6.6
30人以上,複合サービス事業,17.7,18.1,16.7,143.1,153,120.5,126.7,133.6,110.8,16.4,19.4,9.7
30人以上,サービス業（他に分類されないもの）,17.2,17.9,16.5,137,148.3,125.7,125.5,132.9,118.1,11.5,15.4,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年２月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
