規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8190364,4480164,3710200,141739,66747,74992,159467,80224,79243,8172636,4466687,3705949,24.5,14.7,36.4
５人以上,"鉱業,採石業,砂利採取業",1299,973,326,17,14,3,28,22,6,1288,965,323,0,0,0
５人以上,建設業,410705,323877,86828,3826,3111,715,4054,2655,1399,410477,324333,86144,4,1.8,12
５人以上,製造業,485207,335022,150185,4293,3390,903,5160,3011,2149,484340,335401,148939,8.5,3.4,19.9
５人以上,電気・ガス・熱供給・水道業,23121,18499,4622,257,85,172,289,243,46,23089,18341,4748,2.1,1.4,4.8
５人以上,情報通信業,912193,626938,285255,16963,7235,9728,14576,9172,5404,914580,625001,289579,5.6,2.2,13
５人以上,"運輸業,郵便業",411145,296558,114587,4210,2482,1728,5023,2806,2217,410332,296234,114098,10.1,7.5,16.9
５人以上,"卸売業,小売業",1679687,916905,762782,21731,10314,11417,27619,14615,13004,1673799,912604,761195,25.8,13.8,40.3
５人以上,"金融業,保険業",391508,190603,200905,13083,6726,6357,17181,7682,9499,387410,189647,197763,7.1,1.7,12.3
５人以上,"不動産業,物品賃貸業",259052,166240,92812,1822,1094,728,4771,2513,2258,256103,164821,91282,14,11.3,19.1
５人以上,"学術研究,専門・技術サービス業",446559,249259,197300,7629,3542,4087,9334,5331,4003,444854,247470,197384,9.7,5.8,14.5
５人以上,"宿泊業,飲食サービス業",737267,330836,406431,29278,13618,15660,27404,12358,15046,739141,332096,407045,74.2,61.7,84.3
５人以上,"生活関連サービス業,娯楽業",235328,108049,127279,5269,2860,2409,6575,2742,3833,234022,108167,125855,38.2,32.3,43.3
５人以上,"教育,学習支援業",409831,195749,214082,6388,2085,4303,8026,4796,3230,408193,193038,215155,37.8,30.9,44
５人以上,"医療,福祉",801970,217643,584327,11409,2303,9106,9826,3641,6185,803553,216305,587248,32.6,29.1,33.9
５人以上,複合サービス事業,27192,16841,10351,79,53,26,45,16,29,27226,16878,10348,21.7,13.8,34.6
５人以上,サービス業（他に分類されないもの）,958300,486172,472128,15485,7835,7650,19556,8621,10935,954229,485386,468843,26.7,15.6,38.2
30人以上,調査産業計,5729170,3281995,2447175,99502,46524,52978,103271,55365,47906,5725401,3273154,2452247,17,9.4,27.1
30人以上,"鉱業,採石業,砂利採取業",1299,973,326,17,14,3,28,22,6,1288,965,323,0,0,0
30人以上,建設業,271650,212206,59444,2718,2188,530,2602,1931,671,271766,212463,59303,2.7,0.7,9.6
30人以上,製造業,352180,247914,104266,3239,2503,736,3181,2355,826,352238,248062,104176,5.7,2,14.4
30人以上,電気・ガス・熱供給・水道業,17786,14664,3122,90,85,5,122,76,46,17754,14673,3081,1.8,1.7,2
30人以上,情報通信業,820494,566007,254487,15152,5901,9251,12404,8083,4321,823242,563825,259417,5.4,1.7,13.5
30人以上,"運輸業,郵便業",343197,246428,96769,3003,1910,1093,4377,2529,1848,341823,245809,96014,8.8,6.9,13.6
30人以上,"卸売業,小売業",1066862,630568,436294,13444,7832,5612,16071,9819,6252,1064235,628581,435654,16.6,8.1,28.8
30人以上,"金融業,保険業",322460,165014,157446,11355,5253,6102,14665,6474,8191,319150,163793,155357,5.6,1.5,9.8
30人以上,"不動産業,物品賃貸業",185924,118496,67428,1534,806,728,2144,1338,806,185314,117964,67350,9.9,8.6,12.1
30人以上,"学術研究,専門・技術サービス業",330650,185753,144897,6290,2693,3597,7011,3490,3521,329929,184956,144973,5,2.4,8.2
30人以上,"宿泊業,飲食サービス業",241354,114418,126936,13883,6529,7354,7297,3793,3504,247940,117154,130786,60.3,44.9,74
30人以上,"生活関連サービス業,娯楽業",118149,57136,61013,2311,1227,1084,2193,1257,936,118267,57106,61161,32,24.8,38.8
30人以上,"教育,学習支援業",310218,154026,156192,4433,1485,2948,7390,4428,2962,307261,151083,156178,30.7,24,37.1
30人以上,"医療,福祉",509538,156218,353320,7362,1103,6259,5029,1555,3474,511871,155766,356105,26.3,24.7,27
30人以上,複合サービス事業,16674,11977,4697,79,53,26,45,16,29,16708,12014,4694,21.6,16.7,34.3
30人以上,サービス業（他に分類されないもの）,820735,400197,420538,14592,6942,7650,18712,8199,10513,816615,398940,417675,27.3,15.9,38.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年１月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
