規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,16.4,17,15.5,131.3,142.1,118.2,120.3,128.5,110.4,11,13.6,7.8
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,17.4,17.7,16.1,146,151.2,126.8,131.5,135.1,118.3,14.5,16.1,8.5
５人以上,製造業,16.9,17.3,16,139.1,145,126.6,128.7,133.8,118,10.4,11.2,8.6
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,17.3,17.5,16.8,148.4,152,140.5,131.9,134.7,125.7,16.5,17.3,14.8
５人以上,"運輸業,郵便業",18.1,18.6,16.5,151.9,160.3,129,136.1,142.3,119.2,15.8,18,9.8
５人以上,"卸売業,小売業",16.4,17.1,15.7,129.4,140,117.5,121,129.4,111.6,8.4,10.6,5.9
５人以上,"金融業,保険業",17.4,17.7,17,142.8,151.4,135.1,126.6,131.5,122.3,16.2,19.9,12.8
５人以上,"不動産業,物品賃貸業",17,17.5,16.2,139.4,145.6,128.5,126.7,131.7,117.9,12.7,13.9,10.6
５人以上,"学術研究,専門・技術サービス業",16.7,17,16.3,143.1,149.2,133.9,128.4,133.1,121.3,14.7,16.1,12.6
５人以上,"宿泊業,飲食サービス業",12.9,14.2,11.9,93.2,110.6,78.3,86.8,101.1,74.6,6.4,9.5,3.7
５人以上,"生活関連サービス業,娯楽業",15.7,16.6,15,121.2,130.2,114,114.1,123,107,7.1,7.2,7
５人以上,"教育,学習支援業",14.1,14.9,13.4,100.5,106.9,94.5,94.3,100.8,88.2,6.2,6.1,6.3
５人以上,"医療,福祉",15.8,15.8,15.8,119.3,124.5,117.3,113,116.4,111.7,6.3,8.1,5.6
５人以上,複合サービス事業,17.5,17.9,17,140.3,150,124.6,128.6,135,118.2,11.7,15,6.4
５人以上,サービス業（他に分類されないもの）,16.9,17.6,16.2,135.7,146.8,123.6,124.1,131.4,116.1,11.6,15.4,7.5
30人以上,調査産業計,16.8,17.3,16.2,137.5,145.9,126.3,124.9,131,116.8,12.6,14.9,9.5
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,17.3,17.6,16.2,149,154.2,131,131.6,135,120,17.4,19.2,11
30人以上,製造業,17.2,17.5,16.3,144.4,149.6,133.3,132.2,136.6,122.8,12.2,13,10.5
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,17.3,17.5,16.7,148.8,152.5,140.5,131.8,134.6,125.6,17,17.9,14.9
30人以上,"運輸業,郵便業",18,18.6,16.6,152.7,160.8,130.7,136.5,142.4,120.4,16.2,18.4,10.3
30人以上,"卸売業,小売業",17,17.3,16.6,136.8,143.7,127.8,126.9,132.1,120.2,9.9,11.6,7.6
30人以上,"金融業,保険業",17.3,17.6,17.1,144.1,151.1,137.5,126.2,129.9,122.7,17.9,21.2,14.8
30人以上,"不動産業,物品賃貸業",17.4,17.8,16.7,141.4,146.2,133.2,128.7,132.5,122.1,12.7,13.7,11.1
30人以上,"学術研究,専門・技術サービス業",17.2,17.3,17,147.9,151.4,141.8,131.9,134.5,127.5,16,16.9,14.3
30人以上,"宿泊業,飲食サービス業",14.5,15.7,13.2,111.5,129.7,93.4,102.9,117.6,88.3,8.6,12.1,5.1
30人以上,"生活関連サービス業,娯楽業",15.6,16.7,14.6,120.9,131.9,111.9,111.3,122.6,102.1,9.6,9.3,9.8
30人以上,"教育,学習支援業",14.7,15.3,14.1,107,112,101.9,100,105.3,94.6,7,6.7,7.3
30人以上,"医療,福祉",16.3,16.2,16.3,125.3,128.2,123.9,117.6,118.9,117,7.7,9.3,6.9
30人以上,複合サービス事業,18.2,18.3,17.7,146.6,155.7,123.2,129.5,136.2,112.2,17.1,19.5,11
30人以上,サービス業（他に分類されないもの）,16.9,17.5,16.2,135.4,146,124.6,123.7,130.4,116.8,11.7,15.6,7.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年１月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
