規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8647542,4705484,3942058,207354,86938,120416,183614,87159,96455,8671282,4705263,3966019,23.6,14.1,34.8
５人以上,"鉱業,採石業,砂利採取業",1284,962,322,27,24,3,13,11,2,1298,975,323,－,－,－
５人以上,建設業,388196,302107,86089,6277,4311,1966,4018,3230,788,390455,303188,87267,4.1,1.5,12.8
５人以上,製造業,450015,304323,145692,4085,2384,1701,5530,3732,1798,448570,302975,145595,9.8,3.9,22.2
５人以上,電気・ガス・熱供給・水道業,39676,31257,8419,723,469,254,916,707,209,39483,31019,8464,1.9,1.6,2.9
５人以上,情報通信業,1049788,706425,343363,15924,8382,7542,14480,9592,4888,1051232,705215,346017,5.6,2,12.8
５人以上,"運輸業,郵便業",430542,319830,110712,5719,3165,2554,4221,3172,1049,432040,319823,112217,10.1,8.2,15.7
５人以上,"卸売業,小売業",1664158,871926,792232,36308,13685,22623,37272,16982,20290,1663194,868629,794565,24.8,13.5,37.1
５人以上,"金融業,保険業",401557,191785,209772,5098,2042,3056,4884,2357,2527,401771,191470,210301,7.3,1.5,12.6
５人以上,"不動産業,物品賃貸業",279671,179623,100048,5749,2869,2880,6085,4345,1740,279335,178147,101188,13.8,10.6,19.5
５人以上,"学術研究,専門・技術サービス業",571577,344214,227363,7968,2752,5216,7180,4435,2745,572365,342531,229834,8.5,4.7,14.1
５人以上,"宿泊業,飲食サービス業",670843,315747,355096,38453,16543,21910,28729,13910,14819,680567,318380,362187,68.7,55.8,80.1
５人以上,"生活関連サービス業,娯楽業",240436,101426,139010,10813,5475,5338,6162,1939,4223,245087,104962,140125,37.5,27.8,44.7
５人以上,"教育,学習支援業",430177,207640,222537,15008,6502,8506,8806,3589,5217,436379,210553,225826,41,32.8,48.7
５人以上,"医療,福祉",898328,237139,661189,24163,6309,17854,22815,5429,17386,899676,238019,661657,34.9,29.4,36.8
５人以上,複合サービス事業,26664,15869,10795,257,141,116,66,52,14,26855,15958,10897,20.5,10,36
５人以上,サービス業（他に分類されないもの）,1104630,575211,529419,30782,11885,18897,32437,13677,18760,1102975,573419,529556,26.6,18.1,35.8
30人以上,調査産業計,6293070,3574173,2718897,128415,53347,75068,123759,61958,61801,6297726,3565562,2732164,17.1,9.8,26.7
30人以上,"鉱業,採石業,砂利採取業",1284,962,322,27,24,3,13,11,2,1298,975,323,－,－,－
30人以上,建設業,258526,199307,59219,4449,2968,1481,3205,2417,788,259770,199858,59912,2.9,0.8,10.1
30人以上,製造業,327854,226006,101848,3406,1849,1557,3933,2529,1404,327327,225326,102001,7.3,2.6,17.9
30人以上,電気・ガス・熱供給・水道業,34702,27837,6865,723,469,254,916,707,209,34509,27599,6910,1.7,1.8,1.3
30人以上,情報通信業,944792,637047,307745,11966,6120,5846,13013,8780,4233,943745,634387,309358,5.6,1.8,13.4
30人以上,"運輸業,郵便業",360801,268113,92688,4384,2464,1920,3457,2408,1049,361728,268169,93559,8,6.6,12.1
30人以上,"卸売業,小売業",1080565,604799,475766,19054,7520,11534,20828,11356,9472,1078791,600963,477828,15.4,7.3,25.7
30人以上,"金融業,保険業",340601,170104,170497,3676,1413,2263,4569,2275,2294,339708,169242,170466,5.9,1.6,10.2
30人以上,"不動産業,物品賃貸業",208578,133859,74719,3120,1594,1526,3993,2862,1131,207705,132591,75114,11.3,9.3,14.9
30人以上,"学術研究,専門・技術サービス業",450004,278549,171455,6998,2589,4409,5193,3150,2043,451809,277988,173821,5,2.7,8.6
30人以上,"宿泊業,飲食サービス業",266105,134187,131918,11355,4939,6416,10717,4757,5960,266743,134369,132374,49.4,35.3,63.7
30人以上,"生活関連サービス業,娯楽業",136002,57190,78812,5528,2213,3315,3085,1044,2041,138445,58359,80086,33,19.8,42.6
30人以上,"教育,学習支援業",334531,167833,166698,11097,3691,7406,7394,3175,4219,338234,168349,169885,35.8,28.1,43.5
30人以上,"医療,福祉",576214,175373,400841,13158,4633,8525,12508,3844,8664,576864,176162,400702,29,25.8,30.4
30人以上,複合サービス事業,16270,11372,4898,91,64,27,66,52,14,16295,11384,4911,19.1,10.7,38.5
30人以上,サービス業（他に分類されないもの）,956241,481635,474606,29383,10797,18586,30869,12591,18278,954755,479841,474914,27.5,19.3,35.8
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年５月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
