規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.6,18.4,16.7,140.9,152.7,127,129.5,138.5,118.9,11.4,14.2,8.1
５人以上,"鉱業,採石業,砂利採取業",18.6,18.6,18.4,155.8,157.9,149.8,136.5,137.4,134.1,19.3,20.5,15.7
５人以上,建設業,18.7,19,17.8,156.8,161.3,141.2,142.1,145.1,131.4,14.7,16.2,9.8
５人以上,製造業,18.3,18.6,17.5,150.6,156.5,138.4,139.1,144.1,128.9,11.5,12.4,9.5
５人以上,電気・ガス・熱供給・水道業,18.9,19,18.7,162.2,164.4,154.3,144,145,140.2,18.2,19.4,14.1
５人以上,情報通信業,18.8,19.2,18.1,159.8,164.7,149.5,143.3,147.2,135.2,16.5,17.5,14.3
５人以上,"運輸業,郵便業",19.1,19.6,17.5,160,168.2,136.4,143.7,149.6,126.8,16.3,18.6,9.6
５人以上,"卸売業,小売業",17.6,18.3,16.8,139.1,150.8,126.5,130.1,139.2,120.2,9,11.6,6.3
５人以上,"金融業,保険業",19.2,19.6,18.7,158,168.3,148.5,139.8,146,134.1,18.2,22.3,14.4
５人以上,"不動産業,物品賃貸業",18.6,19,17.9,151,156.6,141,137.5,142,129.5,13.5,14.6,11.5
５人以上,"学術研究,専門・技術サービス業",18.7,19,18.3,157.7,163.6,149.1,142.7,147,136.4,15,16.6,12.7
５人以上,"宿泊業,飲食サービス業",13.7,14.9,12.7,97.4,114.9,82,90.7,105,78,6.7,9.9,4
５人以上,"生活関連サービス業,娯楽業",17,18.4,15.9,130.3,145.9,118.7,122.1,136.7,111.2,8.2,9.2,7.5
５人以上,"教育,学習支援業",15.3,16,14.7,108.8,115.3,102.9,102.3,108.8,96.3,6.5,6.5,6.6
５人以上,"医療,福祉",16.7,17.1,16.6,125.7,134.8,122.4,119.2,125.6,116.9,6.5,9.2,5.5
５人以上,複合サービス事業,18.9,19.2,18.6,150.9,160.7,136.6,139.2,145.4,130.1,11.7,15.3,6.5
５人以上,サービス業（他に分類されないもの）,18,18.6,17.4,144.1,154.5,133,132.7,139.6,125.3,11.4,14.9,7.7
30人以上,調査産業計,18.1,18.7,17.4,147.8,156.9,135.7,134.7,141.4,125.8,13.1,15.5,9.9
30人以上,"鉱業,採石業,砂利採取業",18.6,18.6,18.4,155.8,157.9,149.8,136.5,137.4,134.1,19.3,20.5,15.7
30人以上,建設業,18.6,18.8,17.9,157.4,161.4,144.2,140.6,143.1,132.1,16.8,18.3,12.1
30人以上,製造業,18.5,18.8,17.8,155.6,160.1,145.7,142.5,146.3,134.1,13.1,13.8,11.6
30人以上,電気・ガス・熱供給・水道業,18.9,19.1,18.4,162.3,164.6,153,143.5,145,137.4,18.8,19.6,15.6
30人以上,情報通信業,18.8,19.2,18.1,160.6,165.6,150.1,143.5,147.4,135.4,17.1,18.2,14.7
30人以上,"運輸業,郵便業",19.2,19.7,17.6,161.6,169.6,138.5,144.5,150.1,128.4,17.1,19.5,10.1
30人以上,"卸売業,小売業",18.2,18.6,17.7,147.6,155.8,137.2,137.1,143.2,129.3,10.5,12.6,7.9
30人以上,"金融業,保険業",19.1,19.5,18.7,159.8,168.3,151.3,139.6,144.6,134.6,20.2,23.7,16.7
30人以上,"不動産業,物品賃貸業",19,19.2,18.4,153.1,157.6,145.1,138.9,142.7,132.3,14.2,14.9,12.8
30人以上,"学術研究,専門・技術サービス業",19.1,19.3,18.9,162.5,166.3,156.5,146.5,149.3,142.1,16,17,14.4
30人以上,"宿泊業,飲食サービス業",15.3,16.4,14.3,116.4,133,99.6,107.6,120.7,94.2,8.8,12.3,5.4
30人以上,"生活関連サービス業,娯楽業",16.8,18.6,15.5,129.3,148.9,115,118.1,136.6,104.6,11.2,12.3,10.4
30人以上,"教育,学習支援業",15.9,16.5,15.4,115.8,121,110.6,108.3,113.8,102.8,7.5,7.2,7.8
30人以上,"医療,福祉",17.3,17.5,17.2,132.8,139.2,130,124.9,128.9,123.1,7.9,10.3,6.9
30人以上,複合サービス事業,19.3,19.4,18.9,155.4,165.7,131.6,138.1,145.8,120.3,17.3,19.9,11.3
30人以上,サービス業（他に分類されないもの）,18,18.5,17.4,143.2,152.6,133.7,131.7,137.7,125.7,11.5,14.9,8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年５月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
