規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,533946,492002,448299,43703,41944,165606,163078,154742,8336,2528
100～499人,473871,439607,404099,35508,34264,148732,145896,139395,6501,2836
100人以上,504304,466150,426491,39659,38154,156035,153332,146037,7295,2703
30～99人,425163,404136,376189,27947,21027,124692,122461,119303,3158,2231
５～29人,388638,363322,343094,20228,25316,101206,100391,97718,2673,815
30人以上,481715,448449,412133,36316,33266,142782,140279,134733,5546,2503
５人以上,461799,430234,397360,32874,31565,123283,121571,117373,4198,1712
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年４月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
