規模,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
500人以上,17.5,147.7,132.4,15.3,12.3,80,76.4,3.6
100～499人,17.8,152.5,137.6,14.9,14,93.3,88.7,4.6
100人以上,17.7,150,134.9,15.1,13.4,88.3,84.1,4.2
30～99人,17.7,149.8,136.3,13.5,12,73.2,71.1,2.1
５～29人,17.9,148.9,138.9,10,11.1,64.6,62.8,1.8
30人以上,17.7,149.9,135.3,14.6,12.8,81.8,78.5,3.3
５人以上,17.7,149.8,136.2,13.6,11.9,72.9,70.4,2.5
,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年１月分,,,,,,,,
第11表  規模、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,
調査産業計,,,,,,,,
