規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,471364,551734,353157,445352,518964,337084,409821,35531,26012,32770,16073
100～499人,404542,478859,304851,385518,456465,290348,355253,30265,19024,22394,14503
100人以上,436996,514949,327663,414578,487417,312419,381755,32823,22418,27532,15244
30～99人,330549,388696,260037,323511,379425,255705,302910,20601,7038,9271,4332
５～29人,259934,329920,193425,247670,314129,184513,235979,11691,12264,15791,8912
30人以上,402727,476024,304659,385260,454122,293127,356372,28888,17467,21902,11532
５人以上,359893,436967,266911,343987,416699,256268,320258,23729,15906,20268,10643
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
