規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18,18.8,17,144.6,157.1,129.6,132.4,142,120.8,12.2,15.1,8.8
５人以上,"鉱業,採石業,砂利採取業",19.6,19.5,19.7,166.1,167.3,162.5,144.1,144.3,143.7,22,23,18.8
５人以上,建設業,20.1,20.4,19,169.9,174.3,154.3,153.3,156.5,142.1,16.6,17.8,12.2
５人以上,製造業,19.3,19.6,18.6,157.9,163.3,146.3,146,150.6,136.2,11.9,12.7,10.1
５人以上,電気・ガス・熱供給・水道業,19.5,19.6,19.1,169.1,171.2,161.6,148.8,149.9,144.8,20.3,21.3,16.8
５人以上,情報通信業,19.3,19.6,18.5,164,169.1,153.3,146.4,150.5,137.9,17.6,18.6,15.4
５人以上,"運輸業,郵便業",19.2,19.8,17.4,162.4,171.4,136.8,144.8,151.5,125.7,17.6,19.9,11.1
５人以上,"卸売業,小売業",18,18.8,17,142.3,154.7,128.2,132.7,142.6,121.5,9.6,12.1,6.7
５人以上,"金融業,保険業",19.3,19.9,18.7,158.9,171,148.1,140.2,148.2,133.1,18.7,22.8,15
５人以上,"不動産業,物品賃貸業",19.2,19.6,18.3,156.2,161.4,146.7,141.4,145.9,133.3,14.8,15.5,13.4
５人以上,"学術研究,専門・技術サービス業",19,19.4,18.5,161.7,168.2,151.8,145.2,150,137.9,16.5,18.2,13.9
５人以上,"宿泊業,飲食サービス業",13.7,14.9,12.6,99,116.6,83.9,91.8,105.9,79.6,7.2,10.7,4.3
５人以上,"生活関連サービス業,娯楽業",17.2,18.6,16.1,136,148.8,125.9,126.3,138.2,116.9,9.7,10.6,9
５人以上,"教育,学習支援業",15.7,16.4,15.1,113.4,120.1,107.3,105.7,112.6,99.4,7.7,7.5,7.9
５人以上,"医療,福祉",17,17.2,16.9,128.5,136.2,125.6,121.8,126.9,119.9,6.7,9.3,5.7
５人以上,複合サービス事業,19,19.3,18.5,152.5,160.1,140.8,140.6,145.4,133.2,11.9,14.7,7.6
５人以上,サービス業（他に分類されないもの）,18.1,18.8,17.3,145.3,157.7,132,133.4,141.9,124.3,11.9,15.8,7.7
30人以上,調査産業計,18.4,19.1,17.6,150.9,161,137.6,136.9,144.5,126.9,14,16.5,10.7
30人以上,"鉱業,採石業,砂利採取業",19.6,19.5,19.7,166.1,167.3,162.5,144.1,144.3,143.7,22,23,18.8
30人以上,建設業,19.9,20.1,19.1,171.6,175.4,158.4,151.4,153.9,142.6,20.2,21.5,15.8
30人以上,製造業,19.1,19.4,18.3,160.5,165.1,150,146.8,150.8,137.7,13.7,14.3,12.3
30人以上,電気・ガス・熱供給・水道業,19.5,19.7,19,169.3,171.1,162.2,148.8,150.1,143.8,20.5,21,18.4
30人以上,情報通信業,19.2,19.6,18.4,164,169.2,153,145.8,149.9,137,18.2,19.3,16
30人以上,"運輸業,郵便業",19.2,19.8,17.5,163.7,172.3,138.8,145.3,151.6,127,18.4,20.7,11.8
30人以上,"卸売業,小売業",18.5,19,17.9,150.2,159.2,138.7,139,146,130.1,11.2,13.2,8.6
30人以上,"金融業,保険業",19.3,19.8,18.8,160.8,170.8,151.2,140.2,146.7,133.9,20.6,24.1,17.3
30人以上,"不動産業,物品賃貸業",19.2,19.6,18.4,154.7,159.8,145.9,139.8,144.5,131.7,14.9,15.3,14.2
30人以上,"学術研究,専門・技術サービス業",19.4,19.6,19.1,165.7,170,158.6,148.4,151.8,142.8,17.3,18.2,15.8
30人以上,"宿泊業,飲食サービス業",15.3,16.5,14.2,120,137.2,102.9,110,123.5,96.5,10,13.7,6.4
30人以上,"生活関連サービス業,娯楽業",17,18.5,15.8,136.9,150.4,126.2,123.2,135.7,113.3,13.7,14.7,12.9
30人以上,"教育,学習支援業",16.6,17.2,16,122.5,127.8,117.1,113.4,119.4,107.4,9.1,8.4,9.7
30人以上,"医療,福祉",17.4,17.7,17.2,133.9,141.1,130.7,125.9,130.7,123.7,8,10.4,7
30人以上,複合サービス事業,19.4,19.6,18.8,155.9,163.9,137.5,138.8,144.9,124.8,17.1,19,12.7
30人以上,サービス業（他に分類されないもの）,18,18.6,17.3,144.2,156,132.2,132.2,140,124.2,12,16,8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年４月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
