規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6178242,87531,96029,6168679,2012122,54208,63438,2003957
５人以上,"鉱業,採石業,砂利採取業",1299,17,28,1288,－,－,－,－
５人以上,建設業,394452,3427,3677,394201,16253,399,377,16276
５人以上,製造業,443735,4004,4787,443303,41472,289,373,41037
５人以上,電気・ガス・熱供給・水道業,22803,89,287,22604,318,168,2,485
５人以上,情報通信業,862900,14307,13714,863511,49293,2656,862,51069
５人以上,"運輸業,郵便業",370302,3380,4729,368953,40843,830,294,41379
５人以上,"卸売業,小売業",1246171,12500,16800,1241434,433516,9231,10819,432365
５人以上,"金融業,保険業",362472,11982,14651,359831,29036,1101,2530,27579
５人以上,"不動産業,物品賃貸業",221090,1411,2314,220122,37962,411,2457,35981
５人以上,"学術研究,専門・技術サービス業",403101,6626,8055,401860,43458,1003,1279,42994
５人以上,"宿泊業,飲食サービス業",186272,8557,2945,191024,550995,20721,24459,548117
５人以上,"生活関連サービス業,娯楽業",144246,2681,2294,144633,91082,2588,4281,89389
５人以上,"教育,学習支援業",253985,1278,1168,253889,155846,5110,6858,154304
５人以上,"医療,福祉",541738,6338,6600,541479,260232,5071,3226,262074
５人以上,複合サービス事業,21318,40,37,21323,5874,39,8,5903
５人以上,サービス業（他に分類されないもの）,702358,10894,13943,699224,255942,4591,5613,255005
30人以上,調査産業計,4754610,71725,74514,4751559,974560,27777,28757,973842
30人以上,"鉱業,採石業,砂利採取業",1299,17,28,1288,－,－,－,－
30人以上,建設業,264430,2653,2567,264515,7220,65,35,7251
30人以上,製造業,331790,3087,2969,332146,20390,152,212,20092
30人以上,電気・ガス・熱供給・水道業,17468,89,120,17436,318,1,2,318
30人以上,情報通信業,777490,12778,11542,778744,43004,2374,862,44498
30人以上,"運輸業,郵便業",313216,2531,4083,311664,29981,472,294,30159
30人以上,"卸売業,小売業",891084,9526,12427,887701,175778,3918,3644,176534
30人以上,"金融業,保険業",303521,10254,12377,301425,18939,1101,2288,17725
30人以上,"不動産業,物品賃貸業",167521,1259,1697,167019,18403,275,447,18295
30人以上,"学術研究,専門・技術サービス業",314262,5992,6698,313552,16388,298,313,16377
30人以上,"宿泊業,飲食サービス業",92250,6519,554,98506,149104,7364,6743,149434
30人以上,"生活関連サービス業,娯楽業",80726,1203,1558,80371,37423,1108,635,37896
30人以上,"教育,学習支援業",213310,1133,1168,213069,96908,3300,6222,94192
30人以上,"医療,福祉",376072,4643,3500,377219,133466,2719,1529,134652
30人以上,複合サービス事業,13088,40,37,13093,3586,39,8,3615
30人以上,サービス業（他に分類されないもの）,597083,10001,13189,593811,223652,4591,5523,222804
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年１月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
