,,,,,,(単位：隻、総トン）
年次別・管理者別,計,,外航船,,内航船,
,隻数,総トン数,隻数,総トン数,隻数,総トン数
平成29年(2017年),"23,604","174,745,700","5,355","130,776,662","18,249","43,969,038"
公共,"12,050","62,019,581","2,094","27,556,588","9,956","34,462,993"
うちカーフェリー,352,"4,447,872",-,-,352,"4,447,872"
東京港埠頭株式会社,"4,209","102,760,897","3,041","101,101,778","1,168","1,659,119"
民間,"7,345","9,965,222",220,"2,118,296","7,125","7,846,926"
平成28年(2016年),"22,665","170,426,797","5,366","128,494,863","17,299","41,931,934"
公共,"11,676","60,329,324","2,096","26,886,304","9,580","33,443,020"
うちカーフェリー,346,"4,144,951",-,-,346,"4,144,951"
東京港埠頭株式会社,"3,898","100,316,133","3,039","99,405,428",859,"910,705"
民間,"7,091","9,781,340",231,"2,203,131","6,860","7,578,209"
平成27年(2015年),"23,997","161,235,534","5,240","119,868,419","18,757","41,367,115"
公共,"11,939","59,047,356","2,076","26,501,351","9,863","32,546,005"
うちカーフェリー,332,"3,754,392",-,-,332,"3,754,392"
東京港埠頭株式会社,"3,765","92,064,155","2,932","91,189,979",833,"874,176"
民間,"8,293","10,124,023",232,"2,177,089","8,061","7,946,934"
平成26年(2014年),"25,259","159,380,433","5,343","118,862,181","19,916","40,518,252"
公共,"13,151","57,790,360","2,097","26,135,884","11,054","31,654,476"
うちカーフェリー,319,"3,607,450",-,-,319,"3,607,450"
東京港埠頭株式会社,"4,050","91,551,170","3,001","90,467,202","1,049","1,083,968"
民間,"8,058","10,038,903",245,"2,259,095","7,813","7,779,808"
平成25年(2013年),"26,095","165,370,385","5,731","125,343,709","20,364","40,026,676"
公共,"13,413","56,186,531","2,065","24,991,447","11,348","31,195,084"
うちカーフェリー,333,"3,768,773",-,-,333,"3,768,773"
東京港埠頭株式会社,"4,460","98,522,069","3,338","97,421,192","1,122","1,100,877"
民間,"8,222","10,661,785",328,"2,931,070","7,894","7,730,715"
