"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても気にせず外出できるようなバリアフリーの徹底","602","43.2","45.8"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても気軽に参加できる機会の充実","458","32.9","34.8"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害種別や程度に応じて参加者が限定された参加機会をつくる","85","6.1","6.5"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者向けの福祉サービスや福祉施設での機会をつくる","157","11.3","11.9"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても参加できる機会に関する情報提供の充実","344","24.7","26.2"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","施設や事業実施主体における障害者に対する理解の促進","249","17.9","18.9"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","施設や事業実施主体における障害者に対する対応ノウハウの充実","189","13.6","14.4"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","外出や余暇活動を支援するヘルパーの派遣","204","14.6","15.5"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他、活動を支援・介助する人材の育成・充実","206","14.8","15.7"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","社会・地域における障害者に対する理解の促進","346","24.8","26.3"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他","39","2.8","3.0"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","特にこれといったものはない・わからない","379","27.2","28.8"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","無回答","79","5.7",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ14","Ver202003",,,,,
