"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","まあそう思う[人]","どちらともいえない[人]","あまり思わない[人]","全く思わない[人]","無回答[人]"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","全体",,"658","56","187","284","68","30","33"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性（計）","248","26","82","87","27","13","13"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 18～29歳","23","4","5","10","1","3","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 30～39歳","35","2","15","10","5","3","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 40～49歳","41","5","13","17","6","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 50～59歳","49","6","13","22","6","1","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 60～69歳","39","1","13","13","5","4","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 70歳以上","60","8","22","15","4","2","9"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性（計）","400","27","102","195","40","17","19"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 18～29歳","28","2","7","11","5","2","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 30～39歳","65","4","13","34","9","3","2"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 40～49歳","95","9","22","53","8","2","1"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 50～59歳","82","6","20","43","10","3","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 60～69歳","55","2","15","25","5","5","3"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 70歳以上","75","4","25","29","3","2","12"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","港区の職員に対する印象","Q29. 港区の職員に対する印象について、あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(1)区民第一の考え方をしている","性・年代別","無回答","10","3","3","2","1","0","1"
