"名称","名称かな","所在地","投票区番号","投票所","備考","分類HCODE","経度","緯度","分類"
"第39投票区","","","39","武蔵台小学校","","570100","139.630099556646","35.72827021063","投票所区域図"
"第40投票区","","","40","上鷺宮区民活動センター","","570100","139.632200429855","35.7311480654469","投票所区域図"
"第38投票区","","","38","（旧）西中野小学校","","570100","139.632839487448","35.720638657164","投票所区域図"
"第36投票区","","","36","若宮児童館","","570100","139.641602200242","35.7189265658853","投票所区域図"
"第37投票区","","","37","鷺の杜小学校【（旧）第八中学校】","","570100","139.640643032241","35.7251141557467","投票所区域図"
"第35投票区","","","35","美鳩小学校【（旧）大和小学校】","","570100","139.645289125475","35.7140784125435","投票所区域図"
"第33投票区","","","33","明和中学校【（旧）第四中学校】","","570100","139.650301326453","35.7165443573538","投票所区域図"
"第32投票区","","","32","北原小学校","","570100","139.650340559364","35.7226896273803","投票所区域図"
"第34投票区","","","34","啓明小学校","","570100","139.651616780561","35.7115673244771","投票所区域図"
"第31投票区","","","31","緑野小学校","","570100","139.657616928775","35.7234387423637","投票所区域図"
"第30投票区","","","30","にじいろのがた学童クラブ【（旧）沼袋小学校】","","570100","139.658633550005","35.7183301645885","投票所区域図"
"第20投票区","","","20","中野中学校","","570100","139.659824803024","35.7090931134413","投票所区域図"
"第29投票区","","","29","平和の森小学校","","570100","139.659958372041","35.7151375823075","投票所区域図"
"第27投票区","","","27","沼袋区民活動センター","","570100","139.664514972408","35.7231514408456","投票所区域図"
"第8投票区","","","8","新渡戸文化学園（本町六丁目校舎）","","570100","139.664349124116","35.695581949811","投票所区域図"
"第13投票区","","","13","新渡戸文化学園（中野三丁目校舎）","","570100","139.663569241037","35.7028955407146","投票所区域図"
"第2投票区","","","2","南中野中学校","","570100","139.664293643482","35.683794286854","投票所区域図"
"第12投票区","","","12","桃花小学校","","570100","139.666510026333","35.7002250176213","投票所区域図"
"第26投票区","","","26","第七中学校","","570100","139.667394290177","35.725532883201","投票所区域図"
"第19投票区","","","19","中野区役所（新庁舎）","","570100","139.666790207356","35.7092812579147","投票所区域図"
"第28投票区","","","28","令和小学校【（旧）新井小学校】","","570100","139.667843896796","35.7166202337884","投票所区域図"
"第3投票区","","","3","南部すこやか福祉センター（南部スポーツ・コミュニティプラザ）","","570100","139.667585662075","35.6878008297559","投票所区域図"
"第1投票区","","","1","南台小学校","","570100","139.668401744003","35.6808349548318","投票所区域図"
"第7投票区","","","7","宮の台児童館","","570100","139.670795092751","35.695746171797","投票所区域図"
"第14投票区","","","14","中野区産業振興センター","","570100","139.671084562811","35.7031892674561","投票所区域図"
"第21投票区","","","21","上高田区民活動センター","","570100","139.672137803964","35.7119142516386","投票所区域図"
"第24投票区","","","24","みずの塔ふれあいの家","","570100","139.673342232316","35.7238270508866","投票所区域図"
"第6投票区","","","6","第二中学校","","570100","139.672005320933","35.6921220425252","投票所区域図"
"第25投票区","","","25","江原小学校","","570100","139.672428515257","35.7302279741108","投票所区域図"
"第4投票区","","","4","みなみの小学校【（旧）中野神明小学校】","","570100","139.673605580986","35.6867324490366","投票所区域図"
"第11投票区","","","11","中部すこやか福祉センター","","570100","139.675703708855","35.6999756923496","投票所区域図"
"第15投票区","","","15","谷戸小学校","","570100","139.677275714753","35.7036048457759","投票所区域図"
"第23投票区","","","23","（旧）上高田小学校【令和小学校旧校舎】","","570100","139.675822787101","35.7164023301939","投票所区域図"
"第9投票区","","","9","中野第一小学校【（旧）桃園小学校】","","570100","139.678358896604","35.6952884518904","投票所区域図"
"第18投票区","","","18","桃園第二小学校","","570100","139.677157591251","35.7077378708071","投票所区域図"
"第22投票区","","","22","白桜小学校","","570100","139.678802085347","35.7108959881562","投票所区域図"
"第5投票区","","","5","（旧）向台小学校【中野本郷小学校（代替校舎）】","","570100","139.680738240076","35.6910186927895","投票所区域図"
"第16投票区","","","16","塔山小学校","","570100","139.683894838368","35.7025860169048","投票所区域図"
"第10投票区","","","10","中野東中学校【（旧）第十中学校】","","570100","139.683664046241","35.6977505069359","投票所区域図"
"第17投票区","","","17","東中野区民活動センター","","570100","139.688490175989","35.7086771937891","投票所区域図"
