"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","配偶者(夫・妻)","141","24.3","27.6"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","息子","83","14.3","16.2"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","娘","152","26.2","29.7"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","子の配偶者","40","6.9","7.8"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","孫","12","2.1","2.3"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","兄弟・姉妹","21","3.6","4.1"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","介護サービスのヘルパー","209","36.0","40.9"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","その他","85","14.7","16.6"
"202003","生活状況等について","Q3-2-2. 主にどなたの介護・介助を受けていますか。（あてはまるものすべてに○）","無回答","69","11.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・生活状況等についてQ3-2-2","Ver202003",,,,,
