所属コード,年度,予算区分,予算区分名称,対象年月,会計,会計名称,款,項,目,節,細節,細々節,科目名称,予算現額(千円),調定累計(円),収入累計(円),不納欠損額(円),還付未済額(円),収入未済額(円),予算残額(円),予算比(％),収入率(％)
100100,2018,0,現年度,201906,1,一般会計,11,1,1,1,1,0,多摩・島しょ広域連携活動助成事業他自治体負担金,2700,2303359,2303359,0,0,0,396641,85.3,100
100100,2018,0,現年度,201906,1,一般会計,12,1,1,3,1,0,自動販売機設置に伴う使用料,102,102000,102000,0,0,0,0,100,100
100100,2018,0,現年度,201906,1,一般会計,12,2,1,1,1,0,情報公開制度に基づく写しの交付手数料,1,2640,1490,0,0,1150,-490,149,56.4
100100,2018,0,現年度,201906,1,一般会計,12,2,1,1,2,0,個人情報保護制度に基づく写しの交付手数料,1,0,0,0,0,0,1000,0,****
100100,2018,0,現年度,201906,1,一般会計,12,2,1,1,3,0,行政不服審査制度に基づく写しの交付手数料,1,0,0,0,0,0,1000,0,****
100100,2018,0,現年度,201906,1,一般会計,13,3,1,1,1,0,主権者教育普及実践事業委託金,1000,325512,325512,0,0,0,674488,32.6,100
100100,2018,0,現年度,201906,1,一般会計,14,2,1,1,2,0,人権啓発活動区市町村補助金,48,50000,50000,0,0,0,-2000,104.2,100
100100,2018,0,現年度,201906,1,一般会計,14,2,1,1,4,0,人づくり・人材確保支援事業補助金,17391,17390080,17390080,0,0,0,920,100,100
100100,2018,0,現年度,201906,1,一般会計,14,2,1,1,5,0,スポーツ振興等事業費補助金,8938,9118000,9118000,0,0,0,-180000,102,100
100100,2018,0,現年度,201906,1,一般会計,15,2,2,1,3,0,刊行物売払代金,1,6120,6120,0,0,0,-5120,612,100
100100,2018,0,現年度,201906,1,一般会計,19,6,1,5,6,0,雑入,7168,6892952,6892572,0,0,380,275428,96.2,100
100200,2018,0,現年度,201906,1,一般会計,2,1,1,1,1,0,地方揮発油譲与税,31115,32164000,32164000,0,0,0,-1049000,103.4,100
100200,2018,0,現年度,201906,1,一般会計,2,2,1,1,1,0,自動車重量譲与税,84817,79231000,79231000,0,0,0,5586000,93.4,100
100200,2018,0,現年度,201906,1,一般会計,7,1,1,1,1,0,自動車取得税交付金,64831,66168000,66168000,0,0,0,-1337000,102.1,100
100200,2018,0,現年度,201906,1,一般会計,9,1,1,1,1,0,普通交付税,1375960,1375960000,1375960000,0,0,0,0,100,100
100200,2018,0,現年度,201906,1,一般会計,9,1,1,1,2,0,特別交付税,250000,269157000,269157000,0,0,0,-19157000,107.7,100
100200,2018,0,現年度,201906,1,一般会計,13,2,1,1,2,0,地方創生推進交付金,26885,25055797,25055797,0,0,0,1829203,93.2,100
100200,2018,0,現年度,201906,1,一般会計,14,2,1,1,1,0,市町村総合交付金,1316700,1445309000,1445309000,0,0,0,-128609000,109.8,100
100200,2018,0,現年度,201906,1,一般会計,15,2,2,1,3,0,刊行物売払代金,1,3450,3450,0,0,0,-2450,345,100
100200,2018,0,現年度,201906,1,一般会計,17,1,1,1,1,0,基金繰入金,265000,165000000,165000000,0,0,0,100000000,62.3,100
100200,2018,0,現年度,201906,1,一般会計,17,1,1,2,1,0,基金繰入金,400000,400000000,400000000,0,0,0,0,100,100
100200,2018,0,現年度,201906,1,一般会計,17,1,1,3,1,0,基金繰入金,200000,100000000,100000000,0,0,0,100000000,50,100
100200,2018,0,現年度,201906,1,一般会計,18,1,1,1,1,0,前年度繰越金,1047653,1047653121,1047653121,0,0,0,-121,100,100
100200,2018,0,現年度,201906,1,一般会計,19,5,1,1,1,0,公営企業貸付金収入,5004,3780362,3780362,0,0,0,1223638,75.5,100
100200,2018,0,現年度,201906,1,一般会計,19,6,1,3,1,0,宝くじ区市町村交付金,17500,18445118,18445118,0,0,0,-945118,105.4,100
100200,2018,0,現年度,201906,1,一般会計,19,6,1,5,6,0,雑入,69,5760,5760,0,0,0,63240,8.3,100
100200,2018,0,現年度,201906,1,一般会計,20,1,1,1,1,0,（仮称）東野川放課後クラブ整備事業債,75800,59900000,59900000,0,0,0,15900000,79,100
100200,2018,0,現年度,201906,1,一般会計,20,1,1,1,2,0,（仮称）北部児童館整備事業債,174700,174700000,174700000,0,0,0,0,100,100
100200,2018,0,現年度,201906,1,一般会計,20,1,2,1,1,0,あいとぴあセンター整備事業債,94900,88900000,88900000,0,0,0,6000000,93.7,100
100200,2018,0,現年度,201906,1,一般会計,20,1,3,1,1,0,調布都市計画道路３・４・１６号線（電中研前）整備事業債,107400,0,0,0,0,0,107400000,0,****
100200,2018,0,現年度,201906,1,一般会計,20,1,3,1,2,0,市道整備事業債,141400,112600000,112600000,0,0,0,28800000,79.6,100
100200,2018,0,現年度,201906,1,一般会計,20,1,4,1,1,0,第一小学校整備事業債,111900,111900000,111900000,0,0,0,0,100,100
100200,2018,0,現年度,201906,1,一般会計,20,1,4,1,2,0,第五小学校整備事業債,40700,33200000,33200000,0,0,0,7500000,81.6,100
100200,2018,0,現年度,201906,1,一般会計,20,1,4,1,3,0,第三中学校プール改修事業債,0,0,0,0,0,0,0,****,****
100200,2018,0,現年度,201906,1,一般会計,20,1,4,2,1,0,西河原公民館整備事業債,75200,69300000,69300000,0,0,0,5900000,92.2,100
100200,2018,0,現年度,201906,1,一般会計,20,1,5,1,1,0,臨時財政対策債,876000,876000000,876000000,0,0,0,0,100,100
100400,2018,0,現年度,201906,1,一般会計,12,2,1,1,1,0,情報公開制度に基づく写しの交付手数料,0,560,560,0,0,0,-560,****,100
100400,2018,0,現年度,201906,1,一般会計,19,2,1,1,1,0,金融機関預金利子,1,0,0,0,0,0,1000,0,****
100400,2018,0,現年度,201906,1,一般会計,19,6,1,4,1,0,ホームページバナー等広告料,5268,4388144,4388144,0,0,0,879856,83.3,100
100400,2018,0,現年度,201906,1,一般会計,19,6,1,4,10,0,狛江駅北口総合案内板広告料,400,400000,400000,0,0,0,0,100,100
100400,2018,0,現年度,201906,1,一般会計,19,6,1,5,6,0,雑入,38,34873,34873,0,0,0,3127,91.8,100
100500,2018,0,現年度,201906,1,一般会計,15,2,2,1,3,0,刊行物売払代金,150,68360,68360,0,0,0,81640,45.6,100
110100,2018,0,現年度,201906,1,一般会計,12,1,1,1,1,0,市有地使用料,201,199684,199684,0,0,0,1316,99.3,100
110100,2018,0,現年度,201906,1,一般会計,12,1,5,1,1,0,学校施設使用料,20,15600,15600,0,0,0,4400,78,100
110100,2018,0,現年度,201906,1,一般会計,12,1,5,2,1,0,自動販売機設置に伴う使用料,102,85000,85000,0,0,0,17000,83.3,100
