年度,予算区分,予算区分名称,対象年月,所属,所属名称,会計,会計名称,款,項,目,大事業,中事業,小事業,節,細節,細々節,科目名称,予算額(円),充流用等増減額(円),予算計(円),執行累計(円),予算残額(円),執行率(％)
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,1,0,0,報酬,281000,0,281000,173900,107100,61.9
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,14,0,0,使用料及び賃借料,164000,0,164000,163500,500,99.7
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,1,0,0,報酬,779000,0,779000,768124,10876,98.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,9,0,0,旅費,131000,0,131000,120506,10494,92
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,11,0,0,需用費,797000,0,797000,712840,84160,89.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,12,0,0,役務費,11933000,833019,12766019,12766019,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,13,0,0,委託料,4461000,0,4461000,4460280,720,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,14,0,0,使用料及び賃借料,6515000,-260521,6254479,6203108,51371,99.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,18,0,0,備品購入費,0,42900,42900,42570,330,99.2
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,11,0,0,需用費,2033000,-615398,1417602,1367082,50520,96.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,13,0,0,委託料,4636000,0,4636000,4315894,320106,93.1
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,14,0,0,使用料及び賃借料,425000,0,425000,275321,149679,64.8
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,3,1,0,0,8,0,0,報償費,0,0,0,0,0,****
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,9,0,0,旅費,108000,0,108000,53439,54561,49.5
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,11,0,0,需用費,10000,0,10000,9636,364,96.4
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,12,0,0,役務費,1727000,0,1727000,1726560,440,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,13,0,0,委託料,0,63720,63720,63720,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,8,0,0,報償費,352000,-123600,228400,204000,24400,89.3
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,11,0,0,需用費,345000,123600,468600,336600,132000,71.8
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,13,0,0,委託料,1291000,359000,1650000,1628000,22000,98.7
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,8,0,0,報償費,327000,-98900,228100,6000,222100,2.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,11,0,0,需用費,192000,0,192000,64381,127619,33.5
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,12,0,0,役務費,5000,0,5000,5000,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,19,0,0,負担金，補助及び交付金,2000,0,2000,2000,0,100
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,6,0,0,8,0,0,報償費,84000,0,84000,17500,66500,20.8
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,6,0,0,11,0,0,需用費,7000,0,7000,0,7000,0
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,6,0,0,12,0,0,役務費,27000,0,27000,26880,120,99.6
2019,0,現年度,202006,100100,企画財政部・政策室,1,一般会計,2,1,7,6,0,0,19,0,0,負担金，補助及び交付金,380000,0,380000,329632,50368,86.7
