都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,郵便番号,共催・協力,料金_要否,定員_有無,乳児（0～2歳）,幼児（3～6歳）,小学生（低学年）,小学生（中学年）,小学生（高学年）,中学生,高校生,その他住民等,予約申込_要否,参加条件_有無,参加条件_詳細,駐車場_有無,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
132195,1,東京都,狛江市,子どもおはなし会,コドモオハナシカイ,,2018/12/5,2018/12/5,15:30,16:00,,絵本の読み聞かせ・折り紙を行います。,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,2,東京都,狛江市,子どもおはなし会,コドモオハナシカイ,,2018/12/12,2018/12/12,15:30,16:00,,絵本の読み聞かせや折り紙を行います。,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,3,東京都,狛江市,クリスマスおはなし会,クリスマスオハナシカイ,,2018/12/19,2018/12/19,15:30,16:00,,クリスマスの絵本の読み聞かせやパネルシアター、簡単な工作も行います。,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,4,東京都,狛江市,子どもおはなし会,コドモオハナシカイ,,2018/12/26,2018/12/26,15:30,16:00,,絵本の読み聞かせや折り紙を行います。,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,5,東京都,狛江市,親子で楽しむおはなし会（0・1歳）,オヤコデタノシムオハナシカイ（0・1サイ）,,2018/12/13,2018/12/13,10:30,10:45,,絵本の読み聞かせやわらべうたを行います,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,6,東京都,狛江市,親子で楽しむおはなし会（0・1歳）,オヤコデタノシムオハナシカイ（0・1サイ）,,2018/12/27,2018/12/27,10:30,10:45,,絵本の読み聞かせやわらべうたを行います,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,7,東京都,狛江市,親子で楽しむおはなし会（2・3歳）,オヤコデタノシムオハナシカイ（2・3サイ）,,2018/12/13,2018/12/13,11:00,11:20,,絵本の読み聞かせやわらべうたを行います,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,8,東京都,狛江市,親子で楽しむおはなし会（2・3歳）,オヤコデタノシムオハナシカイ（2・3サイ）,,2018/12/27,2018/12/27,11:00,11:20,,絵本の読み聞かせやわらべうたを行います,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,,,,,,,201-0003,,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,,,,,2018/11/26
132195,9,東京都,狛江市,クリスマスぬいぐるみおとまり会,クリスマスヌイグルミオトマリカイ,,2018/12/24,2018/12/27,10:30,16:00,,絵本の読み聞かせを行います,,,狛江市立図書館,03-3488-4414,,狛江市立図書館,狛江市立中央図書館,東京都狛江市和泉本町1-1-5,市民センター１階,35.635125,139.578176,小田急線狛江駅より徒歩３分,,15,,,,,,201-0003,,0,1,0,1,1,0,0,0,0,0,1,1,４～８歳の子ども,1,0,,,,,2018/11/26
132195,10,東京都,狛江市,狛江市消防団出初式,コマエシショウボウダンデゾメシキ,,2019/1/13,2019/1/13,10:00,11:30,,消防団員による消防ポンプ自動車操法や一斉放水等を行います。,,,狛江市安心安全課,03-3430-1111,,狛江市消防団,多摩川緑地公園グランド,東京都狛江市猪方4-1,,35.624131,139.573537,小田急線和泉多摩川駅徒歩３分,,,,,,,,201-0015,,0,0,1,1,1,1,1,1,1,1,0,0,,0,0,,,,,2018/11/29
132195,11,東京都,狛江市,クリスマス食事会,クリスマスショクジカイ,,2018/12/1,2018/12/1,12:00,14:50,,美味しい料理をみんなで楽しく食べるクリスマスイベント,,付き添い大人500円,狛江市中央公民館,03-3488-4411,,こどもの多摩里食堂,狛江市中央公民館,東京都狛江市和泉本町1-1-5,市民センターB１階,35.635212,139.57824,小田急線狛江駅より徒歩３分,,,,,,,定員に達しました。,201-0003,,1,1,0,1,1,1,1,0,0,0,1,0,,0,0,,,,,2018/11/27
