年度,予算区分,予算区分名称,対象年月,所属,所属名称,会計,会計名称,款,項,目,大事業,中事業,小事業,節,細節,細々節,科目名称,予算額(円),充流用等増減額(円),予算計(円),執行累計(円),予算残額(円),執行率(％)
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,1,13,0,0,1,0,0,報酬,281000,0,281000,244300,36700,86.9
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,1,13,0,0,14,0,0,使用料及び賃借料,162000,0,162000,162000,0,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,1,0,0,報酬,767000,0,767000,755610,11390,98.5
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,9,0,0,旅費,131000,0,131000,122000,9000,93.1
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,11,0,0,需用費,801000,0,801000,780141,20859,97.4
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,12,0,0,役務費,11432000,1018125,12450125,12450125,0,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,13,0,0,委託料,4420000,0,4420000,4419360,640,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,14,0,0,使用料及び賃借料,6423000,0,6423000,6318393,104607,98.4
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,18,0,0,備品購入費,24000,0,24000,16902,7098,70.4
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,11,0,0,需用費,2061000,-854333,1206667,1181987,24680,98
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,13,0,0,委託料,4504000,-163792,4340208,4287297,52911,98.8
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,14,0,0,使用料及び賃借料,435000,0,435000,287135,147865,66
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,18,0,0,備品購入費,422000,0,422000,421200,800,99.8
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,3,4,0,0,11,0,0,需用費,62000,0,62000,61380,620,99
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,3,4,0,0,19,0,0,負担金，補助及び交付金,167000,0,167000,166400,600,99.6
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,9,0,0,旅費,108000,0,108000,101045,6955,93.6
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,11,0,0,需用費,9000,0,9000,8877,123,98.6
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,12,0,0,役務費,1711000,0,1711000,1710720,280,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,2,0,0,8,0,0,報償費,325000,-3022,321978,300000,21978,93.2
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,2,0,0,11,0,0,需用費,71000,3022,74022,74022,0,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,2,0,0,19,0,0,負担金，補助及び交付金,2000,0,2000,2000,0,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,8,0,0,報償費,84000,0,84000,0,84000,0
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,11,0,0,需用費,6000,0,6000,5940,60,99
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,12,0,0,役務費,27000,0,27000,26880,120,99.6
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,19,0,0,負担金，補助及び交付金,380000,0,380000,380000,0,100
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,1,0,0,報酬,197000,0,197000,139500,57500,70.8
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,8,0,0,報償費,364000,0,364000,363720,280,99.9
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,9,0,0,旅費,20000,0,20000,6360,13640,31.8
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,11,0,0,需用費,20000,0,20000,18000,2000,90
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,19,0,0,負担金，補助及び交付金,30000,0,30000,21188,8812,70.6
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,1,0,0,報酬,623000,-192160,430840,316800,114040,73.5
2018,0,現年度,201906,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,8,0,0,報償費,117000,0,117000,53732,63268,45.9
