所属コード,年度,予算区分,予算区分名称,対象年月,会計,会計名称,款,項,目,節,細節,細々節,科目名称,予算現額(千円),調定累計(円),収入累計(円),不納欠損額(円),還付未済額(円),収入未済額(円),予算残額(円),予算比(％),収入率(％)
100100,2019,0,現年度,202006,1,一般会計,12,1,1,1,1,0,多摩・島しょ広域連携活動助成事業他自治体負担金,2700,2317594,2317594,0,0,0,382406,85.8,100
100100,2019,0,現年度,202006,1,一般会計,12,1,1,1,2,0,多摩３市男女共同参画推進共同研究会他自治体負担金,60,0,0,0,0,0,60000,0,****
100100,2019,0,現年度,202006,1,一般会計,13,1,1,3,1,0,自動販売機設置に伴う使用料,102,102000,102000,0,0,0,0,100,100
100100,2019,0,現年度,202006,1,一般会計,13,2,1,1,1,0,情報公開制度に基づく写しの交付手数料,1,19870,19870,0,0,0,-18870,++++,100
100100,2019,0,現年度,202006,1,一般会計,13,2,1,1,2,0,個人情報保護制度に基づく写しの交付手数料,1,0,0,0,0,0,1000,0,****
100100,2019,0,現年度,202006,1,一般会計,13,2,1,1,3,0,行政不服審査制度に基づく写しの交付手数料,1,0,0,0,0,0,1000,0,****
100100,2019,0,現年度,202006,1,一般会計,13,2,1,1,5,0,情報公開制度に基づく写しの交付手数料（過年度分）,0,1150,0,0,0,1150,0,****,0
100100,2019,0,現年度,202006,1,一般会計,14,3,1,1,1,0,主権者教育普及実践事業委託金,434,146048,146048,0,0,0,287952,33.7,100
100100,2019,0,現年度,202006,1,一般会計,15,2,1,1,2,0,人権啓発活動区市町村補助金,54,52580,52580,0,0,0,1420,97.4,100
100100,2019,0,現年度,202006,1,一般会計,15,2,1,1,4,0,人づくり・人材確保支援事業補助金,17552,17551097,17551097,0,0,0,903,100,100
100100,2019,0,現年度,202006,1,一般会計,15,2,1,1,5,0,スポーツ振興等事業費補助金,8000,10884000,10884000,0,0,0,-2884000,136.1,100
100100,2019,0,現年度,202006,1,一般会計,16,2,2,1,3,0,刊行物売払代金,1,6840,6840,0,0,0,-5840,684,100
100100,2019,0,現年度,202006,1,一般会計,20,6,1,5,6,0,雑入,12801,12615030,12614650,380,0,0,186350,98.5,100
