年度,予算区分,予算区分名称,対象年月,所属,所属名称,会計,会計名称,款,項,目,大事業,中事業,小事業,節,細節,細々節,科目名称,予算額(円),充流用等増減額(円),予算計(円),執行累計(円),予算残額(円),執行率(％)
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,1,0,0,報酬,281000,0,281000,97500,183500,34.7
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,13,0,0,使用料及び賃借料,165000,0,165000,165000,0,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,1,0,0,報酬,809000,0,809000,722806,86194,89.3
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,8,0,0,旅費,133000,0,133000,106506,26494,80.1
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,10,0,0,需用費,10374000,0,10374000,10370514,3486,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,11,0,0,役務費,16733000,9900,16742900,15165675,1577225,90.6
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,12,0,0,委託料,6966000,0,6966000,6965200,800,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,13,0,0,使用料及び賃借料,6035000,0,6035000,5861838,173162,97.1
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,10,0,0,需用費,2361000,-9900,2351100,1350800,1000300,57.5
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,12,0,0,委託料,4726000,0,4726000,3792017,933983,80.2
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,13,0,0,使用料及び賃借料,429000,0,429000,335958,93042,78.3
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,7,0,0,報償費,0,30000,30000,30000,0,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,8,0,0,旅費,108000,0,108000,16922,91078,15.7
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,10,0,0,需用費,10000,0,10000,9894,106,98.9
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,11,0,0,役務費,1743000,0,1743000,1742400,600,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,12,0,0,委託料,499000,0,499000,498300,700,99.9
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,7,0,0,報償費,300000,53766,353766,353766,0,100
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,10,0,0,需用費,100000,-53766,46234,14617,31617,31.6
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,3,0,0,18,0,0,負担金，補助及び交付金,0,0,0,0,0,****
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,7,0,0,報償費,18000,0,18000,0,18000,0
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,10,0,0,需用費,37000,0,37000,12100,24900,32.7
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,4,0,0,18,0,0,負担金，補助及び交付金,32000,0,32000,2000,30000,6.3
2020,0,現年度,202106,100100,企画財政部・政策室,1,一般会計,2,1,7,5,0,0,7,0,0,報償費,84000,0,84000,49000,35000,58.3
