年度,予算区分,予算区分名称,対象年月,所属,所属名称,会計,会計名称,款,項,目,大事業,中事業,小事業,節,細節,細々節,科目名称,予算額(円),充流用等増減額(円),予算計(円),執行累計(円),予算残額(円),執行率(％)
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,1,0,0,報酬,294000,0,294000,125100,168900,42.6
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,1,5,0,0,13,0,0,使用料及び賃借料,165000,0,165000,165000,0,100
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,1,0,0,報酬,800000,14400,814400,814400,0,100
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,8,0,0,旅費,132000,0,132000,122000,10000,92.4
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,10,0,0,需用費,802000,0,802000,699794,102206,87.3
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,11,0,0,役務費,15267000,0,15267000,14996536,270464,98.2
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,12,0,0,委託料,4502000,0,4502000,4501200,800,100
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,1,0,0,13,0,0,使用料及び賃借料,3004000,-14400,2989600,2833163,156437,94.8
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,10,0,0,需用費,2180000,0,2180000,801916,1378084,36.8
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,12,0,0,委託料,4753000,0,4753000,4027061,725939,84.7
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,2,2,0,0,13,0,0,使用料及び賃借料,429000,0,429000,220278,208722,51.3
2021,0,現年度,202206,100100,企画財政部・政策室,1,一般会計,2,1,7,1,0,0,8,0,0,旅費,108000,0,108000,3954,104046,3.7
