全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi[sanitize]Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132195,1,狛江市,狛江市民総合体育館,コマエシミンソウゴウタイイクカン,,,,,,132195,,東京都狛江市和泉本町3丁目25-1,東京都,狛江市,和泉本町3丁目,25-1,,,,,,(03)3430-1141,,,,,2010003,,狛江市,月火水木金土日,09:00,21:00,屋外プールは期間中午後5時まで使用可。,偶数月・第3木曜日・年末年始については休館。,可,無,無,,有,有,,,,,有,,,,可,無,有,http://www.komae-sponavi.net/facility_01/,,,,,有,,有,有,有,有,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,有,有,無,無,無,無,無,有,無,無,無,有,無,有,有,有,無,有,無
132195,2,狛江市,西和泉体育館,ニシイズミタイイクカン,,,,,,132195,,東京都狛江市西和泉1丁目16-1,東京都,狛江市,西和泉1丁目,16-1,,,,,,(03)3430-1141,,,,,2010011,,狛江市,月火水木金土日,09:00,21:00,,偶数月・第3木曜日・年末年始については休館。団体貸切のみ利用可。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_02/,,,,,無,,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無
132195,3,狛江市,元和泉市民テニスコート,モトイズミシミンテニスコート,,,,,,132195,,東京都狛江市元和泉2丁目8-1,東京都,狛江市,元和泉2丁目,8-1,,,,,,(03)3430-1141,,,,,2010013,,狛江市,月火水木金土日,10:00,18:00,4月から8月午前10時から午後6時9月午前10時から午後5時10月から3月午前10時から午後4時,偶数月・第3木曜日・年末年始については休館。団体貸切のみ利用可。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_03/,,,,,有,,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
132195,4,狛江市,東野川市民テニスコート,ヒガシノガワシミンテニスコート,,,,,,132195,,東京都狛江市東野川3丁目14-10,東京都,狛江市,東野川3丁目,14-10,,,,,,(03)3430-1141,,,,,2010002,,狛江市,月火水木金土日,10:00,16:00,,偶数月・第3木曜日・年末年始については休館。団体貸切のみ利用可。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_04/,,,,,有,,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
132195,5,狛江市,市民グラウンド,シミングラウンド,,,,,,132195,,東京都狛江市和泉本町2丁目15-1,東京都,狛江市,和泉本町2丁目,15-1,,,,,,(03)3430-1141,,,,,2010003,,狛江市,月火水木金土日,10:00,18:00,4月から8月午前10時から午後6時9月午前10時から午後5時10月から3月午前10時から午後4時,偶数月・第3木曜日・年末年始については休館。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_05/,,,,,無,,無,無,有,無,有,無　,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132195,6,狛江市,西和泉グラウンド,ニシイズミグラウンド,,,,,,132195,,東京都狛江市西和泉1丁目16-1,東京都,狛江市,西和泉1丁目,16-1,,,,,,(03)3430-1141,,,,,2010011,,狛江市,月火水木金土日,09:00,18:00,4月から8月午前10時から午後6時9月午前10時から午後5時10月から3月午前10時から午後4時,偶数月・第3木曜日・年末年始については休館。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_06/,,,,,無,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132195,7,狛江市,多摩川緑地公園グランド,タマガワリョクチコウエングランド,,,,,,132195,,東京都狛江市緒方4丁目1,東京都,狛江市,緒方4丁目,1,,,,,,(03)3430-1141,,,,,2010013,,狛江市,月火水木金土日,06:00,18:00,,偶数月・第3木曜日・年末年始については休館。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_07/,,,,,無,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132195,8,狛江市,元和泉スリーオンスリーコート,モトイズミスリーオンスリーコート,,,,,,132195,,東京都狛江市元和泉2丁目8-1,東京都,狛江市,元和泉2丁目,8-1,,,,,,(03)3430-1141,,,,,2010013,,狛江市,月火水木金土日,10:00,18:00,4月から8月午前10時から午後6時9月午前10時から午後5時10月から3月午前10時から午後4時,偶数月・第3木曜日・年末年始については休館。,無,無,無,,,,,,,,,,,,可,無,無,http://www.komae-sponavi.net/facility_08/,,,,,無,,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132195,9,狛江市,市民プール,シミンプール,,,,,,132195,,東京都狛江市和泉本町3丁目25-1,東京都,狛江市,和泉本町3丁目,25-1,,,,,,(03)3430-1141,,,,,2010003,,狛江市,月火水木金土日,09:30,17:30,期間中木曜日は17時まで,7月海の日前後から8月31日まで,無,無,無,,,,,,,,,,,,可,無,有,"https://www.komae.ed.jp/index.cfm/9,7696,47,html",,,,,有,,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132195,10,狛江市,元和泉市民運動広場,モトイズミシミンウンドウヒロバ,,,,,,132195,,東京都狛江市元和泉3丁目10,東京都,狛江市,元和泉3丁目,10,,,,,,(03)3430-1141,,,,,2010013,,狛江市,月火水木金土日,10:00,18:00,4月から8月午前10時から午後6時。9月午前10時から午後5時。10月から3月午前10時から午後4時。,偶数月・第3木曜日・年末年始については閉場。,無,無,無,,,,,,,,,,,,可,無,有,"https://www.city.komae.tokyo.jp/index.cfm/47,92987,561,3287,html",,,,,無,,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
