"全国地方公共団体コード","ID","法人番号","地方公共団体名","名称","名称_カナ","住所","方書","緯度","経度","電話番号","FAX番号","メールアドレス","URL","連絡先備考_その他_SNSなど","画像","画像_ライセンス","備考","経度","緯度","分類"
"131148","N40150000001","","東京都中野区","（有）秋元式典","アキモトシキテン","中野区弥生町3-29-3","","","","(03)3372-0947","","","","","","","","139.673289301957","35.6885888412576","区民葬儀取扱店一覧"
"131148","N40150000002","","東京都中野区","（有）青木葬儀社","アオキソウギシャ","中野区本町3-27-10 ヴェラハイツ中野坂上102","","","","(03)3373-1414","","","","","","","","139.678541721792","35.6972747150639","区民葬儀取扱店一覧"
"131148","N40150000003","","東京都中野区","（有）幕内祭典","マクウチサイテン","中野区本町3-33-9","","","","(03)3372-0582","","","","","","","","139.673990501857","35.6974324546965","区民葬儀取扱店一覧"
"131148","N40150000005","","東京都中野区","埼玉屋藤井葬儀店","サイタマヤフジイソウギテン","中野区東中野1-52-15","","","","(03)3361-3715","","","","","","","","139.685897917266","35.7052725418907","区民葬儀取扱店一覧"
"131148","N40150000006","","東京都中野区","（有）長濱葬儀社","ナガハマソウギシャ","中野区中野5-68-6","","","","(03)3386-1260","","","","","","","","139.665201269911","35.7091020822366","区民葬儀取扱店一覧"
"131148","N40150000007","","東京都中野区","（有）上州屋葬祭","ジョウシュウヤソウサイ","中野区上高田2-19-9","","","","(03)3386-3314","","","","","","","","139.672336702745","35.7135208453973","区民葬儀取扱店一覧"
"131148","N40150000008","","東京都中野区","帝都博善（株）","テイトハクゼン","中野区江古田2-23-7","","","","(03)3388-4187","","","","","","","","139.663745616989","35.7269708537755","区民葬儀取扱店一覧"
"131148","N40150000009","","東京都中野区","帝都博善（株） 沼袋支店","テイトハクゼン　ヌマブクロシテン","中野区沼袋3-27-10 周ビル1階","","","","(03)3388-4187","","","","","","","","139.662891337353","35.7203699128905","区民葬儀取扱店一覧"
"131148","N40150000010","","東京都中野区","（有）水野祭典","ミズノサイテン","中野区野方3-27-9","","","","(03)3385-1208","","","","","","","","139.655113210633","35.7188925092322","区民葬儀取扱店一覧"
"131148","N40150000011","","東京都中野区","大和博善","ヤマトハクゼン","中野区大和町1-65-5","","","","(03)3337-6626","","","","","","","","139.650129359305","35.7097353159783","区民葬儀取扱店一覧"
"131148","N40150000012","","東京都中野区","（株）まごころ式典伊藤葬儀社","マゴコロシキテンイトウソウギシャ","中野区大和町1-3-1","","","","(03)3330-2033","","","","","","","","139.65330223249","35.7097602146922","区民葬儀取扱店一覧"
"131148","N40150000013","","東京都中野区","（有）式典センザキ","シキテンセンザキ","中野区鷺宮1-16-8","","","","(03)3330-8081","","","","","","","","139.645202626921","35.7224146757394","区民葬儀取扱店一覧"
"0","","","東京都中野区","（株）まきの中野駅前店","マキノナカノエキマエテン","中野区本町2-29-5山内ビル4階","","","","(03)6382-8550","","","","","","","","139.682112588975","35.6951411171052","区民葬儀取扱店一覧"
