町丁目別人口・世帯数　平成３０年２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,426,513,939,464
関戸２丁目,"1,283","1,332","2,615","1,393"
関戸３丁目,689,737,"1,426",697
関戸４丁目,"1,041","1,146","2,187","1,205"
関戸５丁目,729,723,"1,452",716
関戸６丁目,426,427,853,392
,"4,594","4,878","9,472","4,867"
,,,,
連光寺１丁目,"1,864","1,916","3,780","1,614"
連光寺２丁目,"1,241","1,248","2,489","1,011"
連光寺３丁目,880,857,"1,737",799
連光寺４丁目,291,274,565,266
連光寺５丁目,138,136,274,145
連光寺６丁目,419,347,766,367
,"4,833","4,778","9,611","4,202"
,,,,
貝取,631,567,"1,198",620
,631,567,"1,198",620
,,,,
乞田,"1,330","1,198","2,528","1,231"
,"1,330","1,198","2,528","1,231"
,,,,
和田,"4,629","4,444","9,073","3,981"
,"4,629","4,444","9,073","3,981"
,,,,
百草,435,407,842,415
,435,407,842,415
,,,,
落川,637,617,"1,254",559
,637,617,"1,254",559
,,,,
東寺方,868,802,"1,670",806
東寺方１丁目,515,549,"1,064",509
,"1,383","1,351","2,734","1,315"
,,,,
一ノ宮１丁目,"1,087",906,"1,993","1,278"
一ノ宮２丁目,726,717,"1,443",856
一ノ宮３丁目,433,445,878,487
一ノ宮４丁目,943,970,"1,913",997
,"3,189","3,038","6,227","3,618"
,,,,
桜ヶ丘１丁目,938,"1,024","1,962",931
桜ヶ丘２丁目,610,719,"1,329",590
桜ヶ丘３丁目,577,644,"1,221",531
桜ヶ丘４丁目,716,794,"1,510",783
,"2,841","3,181","6,022","2,835"
,,,,
和田（百草団地）,642,733,"1,375",884
,642,733,"1,375",884
,,,,
聖ヶ丘１丁目,902,"1,020","1,922",858
聖ヶ丘２丁目,861,"1,013","1,874",847
聖ヶ丘３丁目,"1,097","1,081","2,178",947
聖ヶ丘４丁目,361,391,752,299
聖ヶ丘５丁目,58,45,103,33
,"3,279","3,550","6,829","2,984"
,,,,
馬引沢１丁目,871,825,"1,696",879
馬引沢２丁目,"1,251","1,120","2,371","1,210"
,"2,122","1,945","4,067","2,089"
,,,,
山王下１丁目,307,387,694,538
,307,387,694,538
,,,,
中沢１丁目,582,526,"1,108",600
中沢２丁目,921,"1,025","1,946",836
,"1,503","1,551","3,054","1,436"
,,,,
唐木田１丁目,"1,151","1,184","2,335","1,094"
唐木田２丁目,0,0,0,0
,"1,151","1,184","2,335","1,094"
,,,,
諏訪１丁目,"2,117","2,130","4,247","2,013"
諏訪２丁目,"1,771","1,947","3,718","1,636"
諏訪３丁目,530,544,"1,074",495
諏訪４丁目,876,"1,183","2,059","1,110"
諏訪５丁目,313,410,723,415
,"5,607","6,214","11,821","5,669"
,,,,
永山１丁目,969,"1,004","1,973","1,104"
永山２丁目,"1,610","1,609","3,219","1,561"
永山３丁目,"1,677","1,873","3,550","1,765"
永山４丁目,"1,503","1,638","3,141","1,892"
永山５丁目,975,"1,096","2,071",871
永山６丁目,604,599,"1,203",582
,"7,338","7,819","15,157","7,775"
,,,,
貝取１丁目,994,943,"1,937",914
貝取２丁目,"1,673","1,824","3,497","1,479"
貝取３丁目,464,600,"1,064",469
貝取４丁目,550,584,"1,134",541
貝取５丁目,270,324,594,328
,"3,951","4,275","8,226","3,731"
,,,,
豊ヶ丘１丁目,"1,510","1,482","2,992","1,480"
豊ヶ丘２丁目,"1,461","1,497","2,958","1,317"
豊ヶ丘３丁目,783,901,"1,684",703
豊ヶ丘４丁目,331,364,695,391
豊ヶ丘５丁目,624,711,"1,335",647
豊ヶ丘６丁目,437,503,940,490
,"5,146","5,458","10,604","5,028"
,,,,
落合１丁目,"1,365","1,500","2,865","1,399"
落合２丁目,"1,146","1,103","2,249",881
落合３丁目,"1,490","1,579","3,069","1,471"
落合４丁目,"1,066","1,207","2,273","1,128"
落合５丁目,"1,111","1,127","2,238",919
落合６丁目,890,849,"1,739",786
,"7,068","7,365","14,433","6,584"
,,,,
鶴牧１丁目,"1,269","1,266","2,535","1,154"
鶴牧２丁目,828,784,"1,612",761
鶴牧３丁目,"1,979","2,117","4,096","1,486"
鶴牧４丁目,364,401,765,324
鶴牧５丁目,954,"1,059","2,013",861
鶴牧６丁目,873,924,"1,797",765
,"6,267","6,551","12,818","5,351"
,,,,
南野１丁目,2,0,2,1
南野２丁目,460,421,881,438
南野３丁目,449,454,903,378
,911,875,"1,786",817
,,,,
東寺方３丁目,151,235,386,210
,151,235,386,210
,,,,
和田３丁目,484,577,"1,061",603
,484,577,"1,061",603
,,,,
愛宕１丁目,313,344,657,373
愛宕２丁目,456,469,925,480
愛宕３丁目,342,470,812,483
愛宕４丁目,"1,260","1,389","2,649","1,329"
,"2,371","2,672","5,043","2,665"
,,,,
,"72,800","75,850","148,650","71,101"
