,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,平成30年(2018年),,,,平成29年(2017年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"7,506,557","2,379,933","5,126,624","67,807,339","7,651,290","2,490,105","5,161,185","67,277,852",,
,,98.1%,95.6%,99.3%,100.8%,,,,,,
,外貿貨物,"4,219,696","1,137,416","3,082,280","36,921,662","4,173,531","1,133,908","3,039,623","37,100,176",,
,,101.1%,100.3%,101.4%,99.5%,,,,,,
,（うちコンテナ貨物）,"4,081,122","1,076,331","3,004,791","35,500,247","4,021,490","1,093,056","2,928,434","35,763,971",,
,,101.5%,98.5%,102.6%,99.3%,,,,,,
,内貿貨物,"3,286,861","1,242,517","2,044,344","30,885,677","3,477,759","1,356,197","2,121,562","30,177,676",,
,,94.5%,91.6%,96.4%,102.3%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
