区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,12045,11941,104,0.9,5909,5861,48,0.8,6136,6080,56,0.9
〔就業状態〕／労働力人口,7777,7694,83,1.1,4445,4425,20,0.5,3331,3268,63,1.9
〔就業状態〕／労働力人口／就業者数,7567,7441,126,1.7,4322,4263,59,1.4,3245,3178,67,2.1
〔就業状態〕／労働力人口／就業者数／自営業主数,573,516,57,11,420,382,38,9.9,153,134,19,14.2
〔就業状態〕／労働力人口／就業者数／家族従業者数,94,82,12,14.6,20,11,9,81.8,74,71,3,4.2
〔就業状態〕／労働力人口／就業者数／雇用者数,6856,6794,62,0.9,3852,3837,15,0.4,3004,2957,47,1.6
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,4095,4027,68,1.7,2682,2651,31,1.2,1413,1376,37,2.7
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2258,2243,15,0.7,768,794,-26,-3.3,1490,1449,41,2.8
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1474,1462,12,0.8,403,413,-10,-2.4,1072,1049,23,2.2
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,6386,6323,63,1,3663,3638,25,0.7,2723,2685,38,1.4
〔就業状態〕／労働力人口／完全失業者数,210,253,-43,-17,123,162,-39,-24.1,87,91,-4,-4.4
〔就業状態〕／非労働力人口,4258,4246,12,0.3,1457,1435,22,1.5,2801,2810,-9,-0.3
〔就業者の活動状況別内訳〕／就業者数（再掲）,7567,7441,126,1.7,4322,4263,59,1.4,3245,3178,67,2.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,7337,7214,123,1.7,4251,4172,79,1.9,3085,3042,43,1.4
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6300,6203,97,1.6,4071,3992,79,2,2230,2211,19,0.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,209,206,3,1.5,101,109,-8,-7.3,108,97,11,11.3
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,827,805,22,2.7,80,71,9,12.7,747,734,13,1.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,230,226,4,1.8,71,91,-20,-22,159,136,23,16.9
〔就業者の主な産業別内訳〕／建設業,474,527,-53,-10.1,401,437,-36,-8.2,73,90,-17,-18.9
〔就業者の主な産業別内訳〕／製造業,755,722,33,4.6,518,497,21,4.2,237,225,12,5.3
〔就業者の主な産業別内訳〕／情報通信業,707,675,32,4.7,518,493,25,5.1,189,182,7,3.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,353,381,-28,-7.3,287,311,-24,-7.7,67,70,-3,-4.3
〔就業者の主な産業別内訳〕／卸売業，小売業,1159,1220,-61,-5,598,669,-71,-10.6,562,551,11,2
〔就業者の主な産業別内訳〕／金融業，保険業,321,273,48,17.6,159,118,41,34.7,162,155,7,4.5
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,257,252,5,2,145,145,0,0,113,107,6,5.6
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,510,427,83,19.4,331,285,46,16.1,179,142,37,26.1
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,516,509,7,1.4,222,225,-3,-1.3,294,284,10,3.5
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,248,241,7,2.9,102,93,9,9.7,146,148,-2,-1.4
〔就業者の主な産業別内訳〕／教育，学習支援業,364,400,-36,-9,159,184,-25,-13.6,205,217,-12,-5.5
〔就業者の主な産業別内訳〕／医療，福祉,773,724,49,6.8,192,178,14,7.9,581,546,35,6.4
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,641,596,45,7.6,368,328,40,12.2,273,268,5,1.9
〔雇用者の主な産業別内訳〕／建設業,395,447,-52,-11.6,325,365,-40,-11,70,83,-13,-15.7
〔雇用者の主な産業別内訳〕／製造業,718,698,20,2.9,495,483,12,2.5,222,215,7,3.3
〔雇用者の主な産業別内訳〕／情報通信業,669,647,22,3.4,490,469,21,4.5,179,178,1,0.6
〔雇用者の主な産業別内訳〕／運輸業，郵便業,330,357,-27,-7.6,265,289,-24,-8.3,65,68,-3,-4.4
〔雇用者の主な産業別内訳〕／卸売業，小売業,1087,1169,-82,-7,554,638,-84,-13.2,533,530,3,0.6
〔雇用者の主な産業別内訳〕／金融業，保険業,317,272,45,16.5,158,118,40,33.9,159,153,6,3.9
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,214,226,-12,-5.3,116,129,-13,-10.1,98,97,1,1
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,386,319,67,21,246,205,41,20,140,114,26,22.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,451,453,-2,-0.4,182,193,-11,-5.7,269,259,10,3.9
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,195,179,16,8.9,79,67,12,17.9,116,112,4,3.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,333,363,-30,-8.3,154,176,-22,-12.5,179,186,-7,-3.8
〔雇用者の主な産業別内訳〕／医療，福祉,729,680,49,7.2,165,149,16,10.7,564,531,33,6.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,602,557,45,8.1,339,299,40,13.4,264,258,6,2.3
〔非農林業雇用者の従業者規模別内訳〕／総数,6851,6787,64,0.9,3848,3835,13,0.3,3003,2953,50,1.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1644,1700,-56,-3.3,933,954,-21,-2.2,711,746,-35,-4.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2157,2099,58,2.8,1165,1175,-10,-0.9,992,924,68,7.4
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2474,2455,19,0.8,1412,1419,-7,-0.5,1062,1036,26,2.5
〔完全失業率（年齢階級別）(%)〕／総数,2.7,3.3,-0.6,-,2.8,3.7,-0.9,-,2.6,2.8,-0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.4,5.2,-1.8,-,4.2,6.5,-2.3,-,2.6,3.9,-1.3,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3,4,-1,-,3,4.8,-1.8,-,3.1,3.1,0,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.4,2.8,-0.4,-,2,3.1,-1.1,-,2.9,2.4,0.5,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.6,3.5,-0.9,-,3,3.8,-0.8,-,2,3.1,-1.1,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.7,2.9,-0.2,-,2.6,2.8,-0.2,-,2.9,3.1,-0.2,-
