"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","護身術等の不審者対策","174","26.4"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","自宅等の侵入犯罪対策","201","30.5"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","ひったくり被害防止対策","82","12.5"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","車上ねらい被害防止対策","33","5.0"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","自転車・オートバイ盗難対策","38","5.8"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","特殊詐欺被害防止対策","138","21.0"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","暴力団排除対策","41","6.2"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","インターネット犯罪被害防止対策","213","32.4"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","薬物乱用防止対策","46","7.0"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","街中の防犯上の危険箇所について","235","35.7"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","その他","6","0.9"
"202003","生活安全","Q25. 次の中に、あなたが学びたいあるいは知りたい知識はありますか。","特にない","102","15.5"

"第32回港区民世論調査単純集計表・生活安全Q25","Ver202003",,,,
