"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災の非常持出用品、備蓄品の中に、持病や障害の状況に応じて必要な医薬品、食糧等を用意している","551","39.5","41.4"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","避難所等において医療が受けられるよう、医薬品や病状等の情報を記録している","308","22.1","23.1"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災時や緊急時に連絡できるよう、家族や知人等の連絡先を把握している","448","32.1","33.6"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災時や緊急時に支援してくれるよう、家族や知人等に対して、お願いしている","126","9.0","9.5"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","災害時に避難する広域避難場所を知っている","410","29.4","30.8"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","区市町村等が実施する避難訓練に参加している","98","7.0","7.4"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","その他","32","2.3","2.4"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","特に対策をとっていない","395","28.3","29.7"
"202003","災害に対する備えと災害時の行動について","Q27. あなたは震災に備えて、持病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","無回答","62","4.4",

"港区保健福祉基礎調査（身体障害者）・単純集計表・災害に対する備えと災害時の行動についてQ27","Ver202003",,,,,
