"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","35歳未満／実数（円）","35歳未満／構成比（％）","35～39歳／実数（円）","35～39歳／構成比（％）","40～44歳／実数（円）","40～44歳／構成比（％）","45～49歳／実数（円）","45～49歳／構成比（％）","50～54歳／実数（円）","50～54歳／構成比（％）","55～59歳／実数（円）","55～59歳／構成比（％）","60～64歳／実数（円）","60～64歳／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,503,-,966,-,1489,-,1468,-,1831,-,1670,-,1087,-,986,-
"0","0","0","0","0","調査世帯数",332,-,18,-,32,-,51,-,47,-,59,-,55,-,38,-,32,-
"0","0","0","0","0","世帯人員",3.25,-,3.04,-,3.40,-,3.80,-,3.49,-,3.51,-,3.10,-,2.69,-,2.39,-
"0","0","0","0","0","有業人員",1.83,-,1.80,-,1.60,-,1.53,-,1.78,-,2.01,-,2.06,-,2.06,-,1.65,-
"0","0","0","0","0","世帯主平均年齢",51.1,-,32.1,-,37.2,-,42.1,-,47.4,-,52.1,-,57.0,-,61.9,-,69.4,-
"1","0","0","0","0","受取",1498326,-,1041869,-,1669063,-,1731263,-,1567127,-,1572254,-,1531972,-,1297756,-,1136591,-
"1","1","0","0","0","実収入",686511,100.0,578967,100.0,628536,100.0,726392,100.0,708681,100.0,677304,100.0,772988,100.0,649164,100.0,616734,100.0
"1","2","0","0","0","経常収入",678606,98.8,576218,99.5,625716,99.6,714836,98.4,706276,99.7,669745,98.9,768113,99.4,647951,99.8,585378,94.9
"1","3","0","0","0","勤め先収入",600012,87.4,527088,91.0,580966,92.4,648717,89.3,632210,89.2,634317,93.7,731552,94.6,554045,85.3,298506,48.4
"1","4","0","0","0","世帯主収入",475356,69.2,350420,60.5,478158,76.1,501056,69.0,470860,66.4,519100,76.6,614077,79.4,426544,65.7,241870,39.2
"1","6","0","0","0","うち男",453598,66.1,295875,51.1,464684,73.9,463152,63.8,445251,62.8,494418,73.0,612790,79.3,410447,63.2,223373,36.2
"1","5","0","0","0","定期収入",470933,68.6,348904,60.3,475681,75.7,500053,68.8,461783,65.2,515722,76.1,611772,79.1,415924,64.1,237118,38.4
"1","5","0","0","0","臨時収入",3973,0.6,1516,0.3,2476,0.4,1003,0.1,9076,1.3,2501,0.4,567,0.1,10621,1.6,4752,0.8
"1","5","0","0","0","賞与",451,0.1,-,-,-,-,-,-,-,-,877,0.1,1738,0.2,-,-,-,-
"1","4","0","0","0","世帯主の配偶者の収入",110017,16.0,136207,23.5,102809,16.4,147661,20.3,161350,22.8,111497,16.5,79100,10.2,97346,15.0,33963,5.5
"1","6","0","0","0","うち女",97997,14.3,122593,21.2,96865,15.4,124525,17.1,145035,20.5,91500,13.5,79100,10.2,85767,13.2,33963,5.5
"1","4","0","0","0","他の世帯員収入",14639,2.1,40461,7.0,-,-,-,-,-,-,3720,0.5,38374,5.0,30154,4.6,22673,3.7
"1","3","0","0","0","事業・内職収入",21929,3.2,-,-,14857,2.4,6949,1.0,40044,5.7,17718,2.6,13453,1.7,43159,6.6,34474,5.6
"1","4","0","0","0","家賃収入",7204,1.0,-,-,-,-,6949,1.0,2130,0.3,14056,2.1,8415,1.1,6464,1.0,11923,1.9
"1","4","0","0","0","他の事業収入",13411,2.0,-,-,14857,2.4,-,-,37914,5.3,-,-,2342,0.3,34913,5.4,22551,3.7
"1","4","0","0","0","内職収入",1314,0.2,-,-,-,-,-,-,-,-,3662,0.5,2696,0.3,1782,0.3,-,-
"1","3","0","0","0","他の経常収入",56664,8.3,49130,8.5,29892,4.8,59169,8.1,34022,4.8,17709,2.6,23108,3.0,50748,7.8,252399,40.9
"1","4","0","0","0","財産収入",3391,0.5,-,-,1,0.0,1158,0.2,6566,0.9,1932,0.3,4113,0.5,11169,1.7,0,0.0
"1","4","0","0","0","社会保障給付",52052,7.6,49130,8.5,29892,4.8,49816,6.9,27456,3.9,15777,2.3,18995,2.5,39578,6.1,252398,40.9
"1","5","0","0","0","公的年金給付",34089,5.0,-,-,-,-,-,-,8456,1.2,11105,1.6,9816,1.3,39578,6.1,252333,40.9
"1","5","0","0","0","他の社会保障給付",17963,2.6,49130,8.5,29892,4.8,49816,6.9,18999,2.7,4672,0.7,9178,1.2,-,-,66,0.0
"1","4","0","0","0","仕送り金",1221,0.2,-,-,-,-,8195,1.1,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","特別収入",7905,1.2,2748,0.5,2820,0.4,11556,1.6,2406,0.3,7559,1.1,4875,0.6,1213,0.2,31356,5.1
"1","3","0","0","0","受贈金",185,0.0,-,-,416,0.1,432,0.1,273,0.0,219,0.0,-,-,-,-,-,-
"1","3","0","0","0","他の特別収入",7721,1.1,2748,0.5,2405,0.4,11124,1.5,2132,0.3,7340,1.1,4875,0.6,1213,0.2,31356,5.1
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",534043,-,361067,-,454442,-,644110,-,592727,-,530643,-,570936,-,505650,-,421765,-
"1","2","0","0","0","預貯金引出",380990,-,228477,-,313355,-,483677,-,430918,-,356360,-,428631,-,339237,-,306681,-
"1","2","0","0","0","保険金",4767,-,-,-,-,-,-,-,1367,-,-,-,-,-,13246,-,31714,-
"1","3","0","0","0","個人・企業年金保険金",4566,-,-,-,-,-,-,-,-,-,-,-,-,-,13246,-,31714,-
"1","3","0","0","0","他の保険金",201,-,-,-,-,-,-,-,1367,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",5000,-,-,-,12554,-,-,-,-,-,20694,-,-,-,-,-,-,-
"1","2","0","0","0","クレジット購入借入金",142459,-,132590,-,127274,-,160231,-,160099,-,153133,-,139115,-,153168,-,83283,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",827,-,-,-,1259,-,202,-,342,-,456,-,3190,-,-,-,87,-
"1","1","0","0","0","繰入金",277772,-,101836,-,586085,-,360761,-,265719,-,364308,-,188048,-,142942,-,98092,-
"2","0","0","0","0","支払",1498326,-,1041869,-,1669063,-,1731263,-,1567127,-,1572254,-,1531972,-,1297756,-,1136591,-
"2","1","0","0","0","実支出",480660,-,311246,-,363070,-,565409,-,494768,-,559691,-,532610,-,432595,-,351547,-
"2","2","0","0","0","生計支出",344947,-,245749,-,271018,-,411100,-,348819,-,414250,-,340949,-,321116,-,266674,-
"2","3","0","0","0","消費支出",344947,100.0,245749,100.0,271018,100.0,411100,100.0,348819,100.0,414250,100.0,340949,100.0,321116,100.0,266674,100.0
"2","4","1","0","0","食料",95367,27.6,86314,35.1,88754,32.7,97283,23.7,96963,27.8,109644,26.5,89259,26.2,95676,29.8,84686,31.8
"2","5","1","1","0","穀類",7100,2.1,5054,2.1,6579,2.4,7642,1.9,8105,2.3,7383,1.8,7045,2.1,5853,1.8,7283,2.7
"2","6","1","1","1","米類",1620,0.5,525,0.2,1455,0.5,1505,0.4,1672,0.5,1620,0.4,2058,0.6,1488,0.5,1844,0.7
"2","6","1","1","2","パン",3306,1.0,2702,1.1,3287,1.2,3541,0.9,4255,1.2,3280,0.8,2982,0.9,2419,0.8,3442,1.3
"2","6","1","1","3","麺類",1603,0.5,1544,0.6,1326,0.5,1589,0.4,1658,0.5,2056,0.5,1465,0.4,1380,0.4,1481,0.6
"2","6","1","1","4","他の穀類",571,0.2,282,0.1,511,0.2,1007,0.2,520,0.1,427,0.1,540,0.2,567,0.2,516,0.2
"2","5","1","2","0","魚介類",5480,1.6,2087,0.8,5004,1.8,4388,1.1,4999,1.4,6765,1.6,5428,1.6,5878,1.8,7309,2.7
"2","6","1","2","1","生鮮魚介",3137,0.9,1270,0.5,2649,1.0,2324,0.6,2743,0.8,4043,1.0,3170,0.9,3111,1.0,4676,1.8
"2","6","1","2","2","塩干魚介",958,0.3,397,0.2,958,0.4,934,0.2,932,0.3,1052,0.3,996,0.3,1158,0.4,857,0.3
"2","6","1","2","3","魚肉練製品",562,0.2,209,0.1,626,0.2,374,0.1,555,0.2,597,0.1,584,0.2,803,0.3,605,0.2
"2","6","1","2","4","他の魚介加工品",823,0.2,211,0.1,771,0.3,756,0.2,768,0.2,1074,0.3,678,0.2,806,0.3,1171,0.4
"2","5","1","3","0","肉類",8890,2.6,5840,2.4,8309,3.1,7875,1.9,9319,2.7,11190,2.7,9468,2.8,8924,2.8,6623,2.5
"2","6","1","3","1","生鮮肉",7485,2.2,4989,2.0,6635,2.4,6445,1.6,7983,2.3,9573,2.3,8310,2.4,7592,2.4,5032,1.9
"2","6","1","3","2","加工肉",1405,0.4,850,0.3,1674,0.6,1429,0.3,1336,0.4,1617,0.4,1159,0.3,1332,0.4,1591,0.6
"2","5","1","4","0","乳卵類",4429,1.3,4052,1.6,4895,1.8,4631,1.1,4691,1.3,4676,1.1,4467,1.3,3615,1.1,3843,1.4
"2","6","1","4","1","牛乳",1246,0.4,974,0.4,1402,0.5,1341,0.3,1599,0.5,1261,0.3,1168,0.3,784,0.2,1181,0.4
"2","6","1","4","2","乳製品",2276,0.7,2589,1.1,2547,0.9,2529,0.6,2101,0.6,2407,0.6,2392,0.7,1812,0.6,1803,0.7
"2","6","1","4","3","卵",906,0.3,490,0.2,946,0.3,760,0.2,991,0.3,1009,0.2,907,0.3,1020,0.3,858,0.3
"2","5","1","5","0","野菜・海藻",8953,2.6,5879,2.4,7148,2.6,7565,1.8,8489,2.4,10893,2.6,8872,2.6,10786,3.4,9595,3.6
"2","6","1","5","1","生鮮野菜",6266,1.8,3949,1.6,5414,2.0,5408,1.3,5847,1.7,7642,1.8,6485,1.9,7194,2.2,6259,2.3
"2","6","1","5","2","乾物・海藻",719,0.2,797,0.3,473,0.2,592,0.1,842,0.2,917,0.2,480,0.1,1012,0.3,648,0.2
