"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",595,-,-,77,-,88,-,89,-,86,-,88,-,85,-,82,-
"0","0","世帯人員",2.93,-,-,2.64,-,2.72,-,2.82,-,2.98,-,2.98,-,3.02,-,3.34,-
"0","0","有業人員",1.38,-,-,1.20,-,1.31,-,1.24,-,1.20,-,1.68,-,1.43,-,1.61,-
"0","0","世帯主平均年齢",61.6,-,-,64.6,-,65.7,-,64.0,-,59.6,-,58.7,-,60.2,-,58.6,-
"0","0","消費支出",392937,-,6.5,98729,-,164039,-,213945,-,269493,-,349590,-,469834,-,1180054,-
"0","0","公共的料金",127272,32.4,-1.3,26605,26.9,48709,29.7,58091,27.2,77401,28.7,90320,25.8,109924,23.4,478159,40.5
"1","0","公共料金等",64606,16.4,-1.1,22434,22.7,40992,25.0,48493,22.7,63146,23.4,65976,18.9,84505,18.0,126167,10.7
"1","1","米",2028,0.5,23.2,1335,1.4,1551,0.9,1990,0.9,2240,0.8,2152,0.6,2481,0.5,2438,0.2
"1","1","食塩",41,0.0,32.3,13,0.0,20,0.0,39,0.0,37,0.0,83,0.0,46,0.0,52,0.0
"1","1","学校給食",97,0.0,-73.4,-,-,33,0.0,79,0.0,129,0.0,144,0.0,64,0.0,232,0.0
"1","1","公営家賃",605,0.2,-52.1,684,0.7,1104,0.7,2305,1.1,-,-,143,0.0,-,-,-,-
"1","1","電気代",11499,2.9,-12.5,6318,6.4,9835,6.0,10103,4.7,13180,4.9,12509,3.6,14976,3.2,13527,1.1
"1","1","都市ガス",7413,1.9,-6.2,3785,3.8,6311,3.8,7617,3.6,7608,2.8,7718,2.2,10752,2.3,8066,0.7
"1","1","上下水道料",5191,1.3,5.7,2872,2.9,3741,2.3,4759,2.2,5599,2.1,5589,1.6,7498,1.6,6253,0.5
"1","1","医科診療代",4558,1.2,7.0,1559,1.6,3394,2.1,4117,1.9,7386,2.7,4629,1.3,6352,1.4,4455,0.4
"1","1","歯科診療代",1917,0.5,13.6,466,0.5,1178,0.7,412,0.2,1023,0.4,1271,0.4,907,0.2,8136,0.7
"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","1","他の入院料",4283,1.1,57.5,55,0.1,-,-,346,0.2,3152,1.2,3035,0.9,978,0.2,22348,1.9
"1","1","鉄道運賃",3744,1.0,-6.7,255,0.3,595,0.4,2024,0.9,2328,0.9,4388,1.3,8017,1.7,8539,0.7
"1","1","鉄道通学定期代",2054,0.5,27.3,-,-,-,-,766,0.4,1386,0.5,2241,0.6,2933,0.6,7014,0.6
"1","1","鉄道通勤定期代",3001,0.8,67.7,-,-,359,0.2,387,0.2,2803,1.0,2454,0.7,4532,1.0,10427,0.9
"1","1","バス代",295,0.1,-7.5,155,0.2,213,0.1,113,0.1,299,0.1,177,0.1,453,0.1,656,0.1
