"区分","項目","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",611,-,-,85,-,90,-,87,-,90,-,92,-,85,-,82,-
"0","0","世帯人員",2.90,-,-,2.75,-,2.84,-,2.79,-,2.84,-,2.78,-,3.07,-,3.21,-
"0","0","有業人員",1.34,-,-,1.22,-,1.29,-,1.16,-,1.39,-,1.25,-,1.51,-,1.53,-
"0","0","世帯主平均年齢",60.9,-,-,64.3,-,62.7,-,63.5,-,61.1,-,61.3,-,56.0,-,57.3,-
"0","0","消費支出",307853,100.0,-2.2,96126,100.0,156077,100.0,200956,100.0,245487,100.0,306877,100.0,390772,100.0,752056,100.0
"1","0","商品",165568,53.8,-1.9,72273,75.2,106134,68.0,128089,63.7,147561,60.1,179614,58.5,189328,48.4,333193,44.3
"1","1","耐久財",19246,6.3,29.3,338,0.4,1909,1.2,3141,1.6,10948,4.5,13423,4.4,14001,3.6,89870,11.9
"1","2","半耐久財",25508,8.3,4.6,5440,5.7,7841,5.0,13536,6.7,16224,6.6,27773,9.1,30546,7.8,76440,10.2
"1","3","非耐久財",120813,39.2,-6.7,66495,69.2,96384,61.8,111412,55.4,120389,49.0,138418,45.1,144782,37.1,166884,22.2
"1","0","サービス",142285,46.2,-2.7,23854,24.8,49943,32.0,72867,36.3,97926,39.9,127263,41.5,201444,51.6,418862,55.7
"2","0","食料",95365,31.0,-0.9,50499,52.5,71253,45.7,79178,39.4,95163,38.8,103427,33.7,126318,32.3,140942,18.7
"2","3","非耐久財",76288,24.8,0.7,45697,47.5,61057,39.1,70227,34.9,75754,30.9,82314,26.8,96177,24.6,102356,13.6
"2","4","サービス",19076,6.2,-6.8,4802,5.0,10196,6.5,8952,4.5,19409,7.9,21113,6.9,30141,7.7,38586,5.1
"2","0","住居",18456,6.0,-36.4,2504,2.6,3731,2.4,8113,4.0,18694,7.6,24333,7.9,30736,7.9,40715,5.4
"2","1","耐久財",1400,0.5,-34.7,65,0.1,28,0.0,98,0.0,1227,0.5,2505,0.8,1213,0.3,4597,0.6
"2","2","半耐久財",231,0.1,-17.5,20,0.0,56,0.0,42,0.0,268,0.1,385,0.1,455,0.1,384,0.1
"2","4","サービス",16826,5.5,-36.8,2419,2.5,3646,2.3,7973,4.0,17199,7.0,21443,7.0,29068,7.4,35734,4.8
