"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","調査世帯数",611,-,-,85,-,90,-,87,-,90,-,92,-,85,-,82,-
"0","0","世帯人員",2.90,-,-,2.75,-,2.84,-,2.79,-,2.84,-,2.78,-,3.07,-,3.21,-
"0","0","有業人員",1.34,-,-,1.22,-,1.29,-,1.16,-,1.39,-,1.25,-,1.51,-,1.53,-
"0","0","世帯主平均年齢",60.9,-,-,64.3,-,62.7,-,63.5,-,61.1,-,61.3,-,56.0,-,57.3,-
"0","0","消費支出",332613,-,-2.9,100673,-,163913,-,214753,-,267857,-,332812,-,431768,-,809450,-
"0","0","公共的料金",88905,26.7,-4.6,26559,26.4,44192,27.0,65484,30.5,71979,26.9,82035,24.6,103439,24.0,226626,28.0
"1","0","公共料金等",56070,16.9,-13.7,21240,21.1,36105,22.0,51651,24.1,51233,19.1,60173,18.1,72090,16.7,99345,12.3
"1","1","米",1472,0.4,-9.6,820,0.8,1470,0.9,1833,0.9,1123,0.4,1537,0.5,1950,0.5,1572,0.2
"1","1","食塩",30,0.0,-16.7,8,0.0,19,0.0,17,0.0,16,0.0,57,0.0,57,0.0,33,0.0
"1","1","学校給食",382,0.1,-61.1,108,0.1,163,0.1,296,0.1,390,0.1,415,0.1,636,0.1,662,0.1
"1","1","公営家賃",2173,0.7,-42.7,1052,1.0,-,-,890,0.4,959,0.4,1965,0.6,1884,0.4,8375,1.0
"1","1","電気代",9869,3.0,-29.4,5304,5.3,8325,5.1,10428,4.9,10091,3.8,11340,3.4,10368,2.4,13153,1.6
"1","1","都市ガス",7168,2.2,-30.4,3945,3.9,5289,3.2,7512,3.5,6980,2.6,8411,2.5,7347,1.7,10628,1.3
"1","1","上下水道料",4706,1.4,-10.5,2305,2.3,3840,2.3,5797,2.7,4660,1.7,5423,1.6,4560,1.1,6324,0.8
"1","1","医科診療代",3565,1.1,4.8,1213,1.2,1990,1.2,5319,2.5,3494,1.3,4627,1.4,3117,0.7,5164,0.6
"1","1","歯科診療代",1148,0.3,-10.5,294,0.3,591,0.4,564,0.3,805,0.3,1251,0.4,2867,0.7,1666,0.2
"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","1","他の入院料",3071,0.9,58.5,-,-,-,-,1210,0.6,1311,0.5,1630,0.5,5787,1.3,11469,1.4
