"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"0","0","0","0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
"0","0","0","0","0","調査世帯数",611,-,-,85,-,90,-,87,-,90,-,92,-,85,-,82,-
"0","0","0","0","0","世帯人員",2.90,-,-,2.75,-,2.84,-,2.79,-,2.84,-,2.78,-,3.07,-,3.21,-
"0","0","0","0","0","有業人員",1.34,-,-,1.22,-,1.29,-,1.16,-,1.39,-,1.25,-,1.51,-,1.53,-
"0","0","0","0","0","世帯主平均年齢",60.9,-,-,64.3,-,62.7,-,63.5,-,61.1,-,61.3,-,56.0,-,57.3,-
"2","2","0","0","0","生計支出",332613,-,-2.9,100673,-,163913,-,214753,-,267857,-,332812,-,431768,-,809450,-
"2","3","0","0","0","消費支出",332613,100.0,-2.9,100673,100.0,163913,100.0,214753,100.0,267857,100.0,332812,100.0,431768,100.0,809450,100.0
"2","4","1","0","0","食料",90041,27.1,-1.6,49578,49.2,68489,41.8,76716,35.7,90052,33.6,98362,29.6,115827,26.8,130559,16.1
"2","5","1","1","0","穀類",6479,1.9,-5.3,4323,4.3,5896,3.6,6303,2.9,5830,2.2,7308,2.2,8549,2.0,7135,0.9
"2","6","1","1","1","米類",1417,0.4,-11.5,820,0.8,1470,0.9,1661,0.8,1123,0.4,1537,0.5,1950,0.5,1361,0.2
"2","6","1","1","2","パン",3009,0.9,-1.5,2079,2.1,2563,1.6,2811,1.3,2700,1.0,3572,1.1,3944,0.9,3385,0.4
"2","6","1","1","3","麺類",1563,0.5,-3.0,1149,1.1,1376,0.8,1483,0.7,1537,0.6,1674,0.5,1900,0.4,1821,0.2
"2","6","1","1","4","他の穀類",490,0.1,-15.4,275,0.3,487,0.3,349,0.2,469,0.2,525,0.2,755,0.2,568,0.1
"2","5","1","2","0","魚介類",6415,1.9,8.0,3845,3.8,5192,3.2,6608,3.1,6871,2.6,6662,2.0,7696,1.8,8001,1.0
"2","6","1","2","1","生鮮魚介",3725,1.1,14.4,2309,2.3,2903,1.8,3893,1.8,4141,1.5,3536,1.1,4691,1.1,4589,0.6
"2","6","1","2","2","塩干魚介",1095,0.3,-2.0,580,0.6,994,0.6,1322,0.6,994,0.4,1203,0.4,1068,0.2,1498,0.2
"2","6","1","2","3","魚肉練製品",686,0.2,-0.9,425,0.4,602,0.4,620,0.3,707,0.3,901,0.3,892,0.2,655,0.1
"2","6","1","2","4","他の魚介加工品",909,0.3,3.8,531,0.5,693,0.4,774,0.4,1029,0.4,1022,0.3,1046,0.2,1260,0.2
"2","5","1","3","0","肉類",8773,2.6,0.0,4787,4.8,7296,4.5,8890,4.1,8808,3.3,8936,2.7,11495,2.7,11166,1.4
"2","6","1","3","1","生鮮肉",7464,2.2,2.3,4074,4.0,6167,3.8,7676,3.6,7565,2.8,7541,2.3,9720,2.3,9477,1.2
"2","6","1","3","2","加工肉",1309,0.4,-11.3,713,0.7,1128,0.7,1214,0.6,1242,0.5,1395,0.4,1776,0.4,1689,0.2
"2","5","1","4","0","乳卵類",4527,1.4,1.0,2713,2.7,3385,2.1,4144,1.9,4543,1.7,5185,1.6,5947,1.4,5750,0.7
"2","6","1","4","1","牛乳",1356,0.4,0.4,859,0.9,1173,0.7,1364,0.6,1156,0.4,1492,0.4,1775,0.4,1670,0.2
"2","6","1","4","2","乳製品",2254,0.7,1.9,1168,1.2,1515,0.9,1894,0.9,2441,0.9,2722,0.8,3109,0.7,2911,0.4
"2","6","1","4","3","卵",917,0.3,-0.2,687,0.7,697,0.4,885,0.4,945,0.4,970,0.3,1063,0.2,1169,0.1
"2","5","1","5","0","野菜・海藻",9928,3.0,2.9,6595,6.6,8276,5.0,10225,4.8,10101,3.8,10525,3.2,11535,2.7,12199,1.5
"2","6","1","5","1","生鮮野菜",6800,2.0,1.4,4471,4.4,5668,3.5,6611,3.1,6921,2.6,7179,2.2,8160,1.9,8557,1.1
"2","6","1","5","2","乾物・海藻",765,0.2,17.2,498,0.5,675,0.4,815,0.4,686,0.3,900,0.3,832,0.2,943,0.1
"2","6","1","5","3","大豆加工品",1199,0.4,6.2,878,0.9,1013,0.6,1293,0.6,1213,0.5,1303,0.4,1398,0.3,1297,0.2
"2","6","1","5","4","他の野菜・海藻加工品",1164,0.3,0.3,748,0.7,920,0.6,1506,0.7,1282,0.5,1143,0.3,1145,0.3,1401,0.2
"2","5","1","6","0","果物",3805,1.1,6.1,2541,2.5,2679,1.6,4068,1.9,3730,1.4,3988,1.2,4695,1.1,4927,0.6
"2","6","1","6","1","生鮮果物",3282,1.0,4.3,2195,2.2,2371,1.4,3616,1.7,3111,1.2,3445,1.0,3975,0.9,4251,0.5
"2","6","1","6","2","果物加工品",524,0.2,19.4,345,0.3,308,0.2,452,0.2,620,0.2,543,0.2,721,0.2,676,0.1
"2","5","1","7","0","油脂・調味料",4226,1.3,5.2,2374,2.4,3571,2.2,3815,1.8,4075,1.5,4884,1.5,4951,1.1,5874,0.7
"2","6","1","7","1","油脂",477,0.1,31.8,275,0.3,380,0.2,479,0.2,412,0.2,639,0.2,559,0.1,588,0.1
"2","6","1","7","2","調味料",3749,1.1,2.6,2099,2.1,3191,1.9,3336,1.6,3663,1.4,4245,1.3,4391,1.0,5287,0.7
"2","5","1","8","0","菓子類",7263,2.2,-2.2,4282,4.3,5650,3.4,6084,2.8,7430,2.8,7644,2.3,9498,2.2,10205,1.3
"2","5","1","9","0","調理食品",13758,4.1,-0.6,7973,7.9,12224,7.5,11263,5.2,14876,5.6,14373,4.3,16851,3.9,18630,2.3
"2","6","1","9","1","主食的調理食品",6139,1.8,0.5,3668,3.6,4926,3.0,5667,2.6,6411,2.4,6181,1.9,8203,1.9,7893,1.0
"2","6","1","9","2","他の調理食品",7618,2.3,-1.4,4305,4.3,7298,4.5,5596,2.6,8465,3.2,8192,2.5,8648,2.0,10737,1.3
"2","5","1","10","0","飲料",4996,1.5,-6.7,3001,3.0,3367,2.1,4165,1.9,4489,1.7,5682,1.7,6101,1.4,8120,1.0
"2","6","1","10","1","茶類",1109,0.3,-2.8,756,0.8,879,0.5,935,0.4,1024,0.4,1386,0.4,942,0.2,1823,0.2
"2","6","1","10","2","コーヒー・ココア",1241,0.4,-7.9,705,0.7,648,0.4,968,0.5,1104,0.4,1425,0.4,2038,0.5,1796,0.2
"2","6","1","10","3","他の飲料",2646,0.8,-7.7,1540,1.5,1840,1.1,2262,1.1,2360,0.9,2871,0.9,3121,0.7,4501,0.6
"2","5","1","11","0","酒類",3319,1.0,-8.4,2820,2.8,2490,1.5,3029,1.4,2839,1.1,3776,1.1,3343,0.8,4909,0.6
"2","5","1","12","0","外食",16554,5.0,-7.8,4324,4.3,8464,5.2,8121,3.8,16460,6.1,19399,5.8,25165,5.8,33642,4.2
"2","6","1","12","1","一般外食",16172,4.9,-4.7,4216,4.2,8301,5.1,7825,3.6,16070,6.0,18984,5.7,24529,5.7,32980,4.1
"2","6","1","12","2","学校給食",382,0.1,-61.1,108,0.1,163,0.1,296,0.1,390,0.1,415,0.1,636,0.1,662,0.1
"2","4","2","0","0","住居",18454,5.5,-36.4,2504,2.5,3731,2.3,8113,3.8,18694,7.0,24333,7.3,30736,7.1,40704,5.0
"2","5","2","1","0","家賃地代",12322,3.7,-29.5,2111,2.1,2174,1.3,7556,3.5,14980,5.6,16339,4.9,22773,5.3,20198,2.5
